$ /home/ubuntu/.local/share/ihp-eda/venv/bin/python /home/ubuntu/.local/share/ihp-eda/IHP-Open-PDK/ihp-sg13g2/libs.tech/klayout/tech/lvs/run_lvs.py --layout=/workspace/layout/blocks/out/driver_stage/bisect_extra16/driver_dut.gds --netlist=/workspace/layout/blocks/out/driver_stage/bisect_extra16/x.cdl --run_dir=/workspace/layout/blocks/out/driver_stage/bisect_extra16/lvs --run_mode=deep --topcell=driver_dut --implicit_nets=sub,sub! --ignore_top_ports_mismatch --disable_tap_extraction
2026-08-20 17:14:53 +0000: Memory Usage (130408K) : deep  mode is enabled.
2026-08-20 17:14:53 +0000: Memory Usage (130408K) : Applying implicit connections (case-sensitive, pattern supported) for nets: sub, sub!
2026-08-20 17:14:53 +0000: Memory Usage (131660K) : Netlist file: /workspace/layout/blocks/out/driver_stage/bisect_extra16/x.cdl
2026-08-20 17:14:53 +0000: Memory Usage (131660K) : LVS extracted netlist at: /workspace/layout/blocks/out/driver_stage/bisect_extra16/lvs/driver_dut_extracted.cir
2026-08-20 17:14:53 +0000: Memory Usage (131660K) : Applying SRAM integration support.
2026-08-20 17:14:53 +0000: Memory Usage (131660K) : Starting SG13G2 LVS runset
2026-08-20 17:14:53 +0000: Memory Usage (131660K) : Read in polygons from layers.
2026-08-20 17:14:53 +0000: Memory Usage (132848K) : activ_drw has 899 polygons
2026-08-20 17:14:53 +0000: Memory Usage (132848K) : activ_filler has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (132976K) : activ has 899 polygons
2026-08-20 17:14:53 +0000: Memory Usage (133072K) : activ_pin has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (133584K) : activ_mask has 4 polygons
2026-08-20 17:14:53 +0000: Memory Usage (133584K) : activ_nofill has 2 polygons
2026-08-20 17:14:53 +0000: Memory Usage (133584K) : activ_OPC has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (133584K) : activ_iOPC has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (133584K) : activ_noqrc has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (133584K) : biwind_drw has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (133584K) : biwind_OPC has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (133584K) : gatpoly_drw has 140 polygons
2026-08-20 17:14:53 +0000: Memory Usage (133584K) : gatpoly_filler has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (133584K) : gatpoly has 140 polygons
2026-08-20 17:14:53 +0000: Memory Usage (133584K) : gatpoly_pin has 119 polygons
2026-08-20 17:14:53 +0000: Memory Usage (133584K) : gatpoly_nofill has 2 polygons
2026-08-20 17:14:53 +0000: Memory Usage (133584K) : gatpoly_OPC has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (133584K) : gatpoly_iOPC has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (133584K) : gatpoly_noqrc has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (133712K) : cont_drw has 14577 polygons
2026-08-20 17:14:53 +0000: Memory Usage (133712K) : cont_OPC has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (133712K) : nsd_drw has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (133840K) : nsd_block has 4 polygons
2026-08-20 17:14:53 +0000: Memory Usage (133840K) : metal1_drw has 1558 polygons
2026-08-20 17:14:53 +0000: Memory Usage (133840K) : metal1_filler has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (133968K) : metal1_slit has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (133968K) : metal1 has 1558 polygons
2026-08-20 17:14:53 +0000: Memory Usage (134096K) : metal1_pin has 750 polygons
2026-08-20 17:14:53 +0000: Memory Usage (134096K) : metal1_mask has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (134224K) : metal1_nofill has 2 polygons
2026-08-20 17:14:53 +0000: Memory Usage (134352K) : metal1_text has 5 polygons
2026-08-20 17:14:53 +0000: Memory Usage (134352K) : metal1_OPC has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (134480K) : metal1_noqrc has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (134480K) : metal1_res has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (134480K) : metal1_iprobe has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (134608K) : metal1_diffprb has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (134608K) : passiv_drw has 2 polygons
2026-08-20 17:14:53 +0000: Memory Usage (134608K) : passiv_pin has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (134736K) : passiv_sbump has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (134736K) : passiv_pillar has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (134736K) : passiv_pdl has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (134864K) : metal2_drw has 557 polygons
2026-08-20 17:14:53 +0000: Memory Usage (134864K) : metal2_filler has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (134864K) : metal2_slit has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (134864K) : metal2 has 557 polygons
2026-08-20 17:14:53 +0000: Memory Usage (134992K) : metal2_pin has 10 polygons
2026-08-20 17:14:53 +0000: Memory Usage (134992K) : metal2_mask has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (134992K) : metal2_nofill has 2 polygons
2026-08-20 17:14:53 +0000: Memory Usage (134992K) : metal2_text has 3 polygons
2026-08-20 17:14:53 +0000: Memory Usage (135120K) : metal2_OPC has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (135120K) : metal2_noqrc has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (135120K) : metal2_res has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (135120K) : metal2_iprobe has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (135248K) : metal2_diffprb has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (135248K) : baspoly_drw has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (135248K) : baspoly_pin has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (135248K) : psd_drw has 515 polygons
2026-08-20 17:14:53 +0000: Memory Usage (135376K) : nldb_drw has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (135376K) : digibnd_drw has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (135376K) : via1_drw has 7650 polygons
2026-08-20 17:14:53 +0000: Memory Usage (135376K) : backmetal1_drw has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (135504K) : backmetal1_pin has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (135504K) : backmetal1_mask has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (135504K) : backmetal1_filler has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (135504K) : backmetal1_nofill has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (135632K) : backmetal1_slit has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (135632K) : backmetal1_text has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (135632K) : backmetal1_OPC has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (135632K) : backmetal1_noqrc has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (135760K) : backmetal1_res has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (135760K) : backmetal1_iprobe has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (135760K) : backmetal1_diffprb has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (135760K) : backpassiv_drw has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (135888K) : res_drw has 2 polygons
2026-08-20 17:14:53 +0000: Memory Usage (135888K) : sram_drw has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (135888K) : trans_drw has 2 polygons
2026-08-20 17:14:53 +0000: Memory Usage (136016K) : ind_drw has 2 polygons
2026-08-20 17:14:53 +0000: Memory Usage (136016K) : ind_pin has 4 polygons
2026-08-20 17:14:53 +0000: Memory Usage (136016K) : ind_text has 4 polygons
2026-08-20 17:14:53 +0000: Memory Usage (136016K) : salblock_drw has 12 polygons
2026-08-20 17:14:53 +0000: Memory Usage (136144K) : via2_drw has 836 polygons
2026-08-20 17:14:53 +0000: Memory Usage (136144K) : metal3_drw has 68 polygons
2026-08-20 17:14:53 +0000: Memory Usage (136144K) : metal3_filler has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (136272K) : metal3_slit has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (136272K) : metal3 has 68 polygons
2026-08-20 17:14:53 +0000: Memory Usage (136272K) : metal3_pin has 2 polygons
2026-08-20 17:14:53 +0000: Memory Usage (136272K) : metal3_mask has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (136272K) : metal3_nofill has 2 polygons
2026-08-20 17:14:53 +0000: Memory Usage (136272K) : metal3_text has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (136272K) : metal3_OPC has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (136272K) : metal3_noqrc has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (136272K) : metal3_res has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (136272K) : metal3_iprobe has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (136272K) : metal3_diffprb has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (136272K) : nwell_drw has 14 polygons
2026-08-20 17:14:53 +0000: Memory Usage (136272K) : nwell_pin has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (136272K) : nwell_text has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (136272K) : nbulay_drw has 1 polygons
2026-08-20 17:14:53 +0000: Memory Usage (136400K) : nbulay_pin has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (136400K) : nbulay_block has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (136400K) : emwind_drw has 4 polygons
2026-08-20 17:14:53 +0000: Memory Usage (136400K) : emwind_OPC has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (136400K) : deepco_drw has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (136400K) : mim_drw has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (136528K) : edgeseal_drw has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (136528K) : substrate_drw has 500 polygons
2026-08-20 17:14:53 +0000: Memory Usage (136528K) : substrate_text has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (136528K) : dfpad_drw has 2 polygons
2026-08-20 17:14:53 +0000: Memory Usage (136528K) : dfpad_pillar has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (136656K) : dfpad_sbump has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (136656K) : thickgateox_drw has 1 polygons
2026-08-20 17:14:53 +0000: Memory Usage (136656K) : pldb_drw has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (136656K) : pwell_drw has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (136656K) : pwell_pin has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (136656K) : pwell_block has 2 polygons
2026-08-20 17:14:53 +0000: Memory Usage (136784K) : ic_drw has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (136784K) : via3_drw has 1037 polygons
2026-08-20 17:14:53 +0000: Memory Usage (136784K) : metal4_drw has 31 polygons
2026-08-20 17:14:53 +0000: Memory Usage (136784K) : metal4_filler has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (136784K) : metal4_slit has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (136784K) : metal4 has 31 polygons
2026-08-20 17:14:53 +0000: Memory Usage (136912K) : metal4_pin has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (136912K) : metal4_mask has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (136912K) : metal4_nofill has 2 polygons
2026-08-20 17:14:53 +0000: Memory Usage (136912K) : metal4_text has 3 polygons
2026-08-20 17:14:53 +0000: Memory Usage (136912K) : metal4_OPC has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (136912K) : metal4_noqrc has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (137040K) : metal4_res has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (137040K) : metal4_iprobe has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (137040K) : metal4_diffprb has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (137040K) : heattrans_drw has 123 polygons
2026-08-20 17:14:53 +0000: Memory Usage (137040K) : heatres_drw has 2 polygons
2026-08-20 17:14:53 +0000: Memory Usage (137040K) : fbe_drw has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (137040K) : empoly_drw has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (137168K) : digisub_drw has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (137168K) : text_drw has 655 polygons
2026-08-20 17:14:53 +0000: Memory Usage (137168K) : via4_drw has 1031 polygons
2026-08-20 17:14:53 +0000: Memory Usage (137168K) : metal5_drw has 43 polygons
2026-08-20 17:14:53 +0000: Memory Usage (137168K) : metal5_filler has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (137168K) : metal5_slit has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (137296K) : metal5 has 43 polygons
2026-08-20 17:14:53 +0000: Memory Usage (137296K) : metal5_pin has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (137296K) : metal5_mask has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (137296K) : metal5_nofill has 2 polygons
2026-08-20 17:14:53 +0000: Memory Usage (137296K) : metal5_text has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (137296K) : metal5_OPC has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (137424K) : metal5_noqrc has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (137424K) : metal5_res has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (137424K) : metal5_iprobe has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (137424K) : metal5_diffprb has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (137424K) : radhard_drw has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (137552K) : memcap_drw has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (137552K) : varicap_drw has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (137552K) : intbondvia_drw has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (137552K) : intbondmet_drw has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (137680K) : devbondvia_drw has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (137680K) : devbondmet_drw has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (137680K) : devtrench_drw has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (137680K) : redist_drw has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (137680K) : graphbot_drw has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (137808K) : graphtop_drw has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (137808K) : antvia1_drw has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (137808K) : antmetal2_drw has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (137808K) : graphcont_drw has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (137808K) : siwg_drw has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (137808K) : siwg_filler has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (137936K) : siwg_nofill has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (137936K) : sigrating_drw has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (137936K) : singrating_drw has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (137936K) : graphpas_drw has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (137936K) : emwind3_drw has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (138064K) : emwihv3_drw has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (138064K) : redbulay_drw has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (138064K) : smos_drw has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (138064K) : graphpad_drw has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (138064K) : polimide_drw has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (138192K) : polimide_pin has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (138192K) : recog_drw has 1 polygons
2026-08-20 17:14:53 +0000: Memory Usage (138192K) : recog_pin has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (138192K) : recog_esd has 5 polygons
2026-08-20 17:14:53 +0000: Memory Usage (138320K) : recog_diode has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (138320K) : recog_tsv has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (138320K) : recog_iprobe has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (138320K) : recog_diffprb has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (138448K) : recog_pillar has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (138448K) : recog_sbump has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (138448K) : recog_otp has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (138448K) : recog_pdiode has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (138448K) : recog_mom has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (138576K) : recog_momf has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (138576K) : recog_pcm has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (138576K) : colopen_drw has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (138704K) : graphmetal1_drw has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (138704K) : graphmetal1_filler has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (138704K) : graphmetal1_nofill has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (138704K) : graphmetal1_slit has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (138832K) : graphmetal1_OPC has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (138832K) : graphmet1l_drw has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (138832K) : graphmet1l_filler has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (138832K) : graphmet1l_nofill has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (138960K) : graphmet1l_slit has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (138960K) : graphmet1l_OPC has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (138960K) : extblock_drw has 6 polygons
2026-08-20 17:14:53 +0000: Memory Usage (138960K) : nldd_drw has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (138960K) : pldd_drw has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (139088K) : next_drw has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (139088K) : pext_drw has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (139088K) : nexthv_drw has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (139088K) : pexthv_drw has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (139088K) : graphgate_drw has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (139088K) : sinwg_drw has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (139216K) : sinwg_filler has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (139216K) : sinwg_nofill has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (139216K) : mempad_drw has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (139216K) : topvia1_drw has 485 polygons
2026-08-20 17:14:53 +0000: Memory Usage (139216K) : topmetal1_drw has 88 polygons
2026-08-20 17:14:53 +0000: Memory Usage (139344K) : topmetal1_filler has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (139344K) : topmetal1_slit has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (139344K) : topmetal1 has 88 polygons
2026-08-20 17:14:53 +0000: Memory Usage (139344K) : topmetal1_pin has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (139344K) : topmetal1_mask has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (139472K) : topmetal1_nofill has 2 polygons
2026-08-20 17:14:53 +0000: Memory Usage (139472K) : topmetal1_text has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (139472K) : topmetal1_noqrc has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (139472K) : topmetal1_res has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (139472K) : topmetal1_iprobe has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (139600K) : topmetal1_diffprb has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (139600K) : inldpwl_drw has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (139600K) : polyres_drw has 2 polygons
2026-08-20 17:14:53 +0000: Memory Usage (139600K) : polyres_pin has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (139728K) : vmim_drw has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (139728K) : nbulaycut_drw has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (139728K) : antmetal1_drw has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (139856K) : topvia2_drw has 235 polygons
2026-08-20 17:14:53 +0000: Memory Usage (139984K) : topmetal2_drw has 67 polygons
2026-08-20 17:14:53 +0000: Memory Usage (139984K) : topmetal2_filler has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (140112K) : topmetal2_slit has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (140112K) : topmetal2 has 67 polygons
2026-08-20 17:14:53 +0000: Memory Usage (140112K) : topmetal2_pin has 4 polygons
2026-08-20 17:14:53 +0000: Memory Usage (140240K) : topmetal2_mask has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (140240K) : topmetal2_nofill has 2 polygons
2026-08-20 17:14:53 +0000: Memory Usage (140240K) : topmetal2_text has 8 polygons
2026-08-20 17:14:53 +0000: Memory Usage (140240K) : topmetal2_noqrc has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (140240K) : topmetal2_res has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (140368K) : topmetal2_iprobe has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (140368K) : topmetal2_diffprb has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (140368K) : snsring_drw has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (140496K) : sensor_drw has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (140496K) : snsarms_drw has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (140496K) : snscmosvia_drw has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (140496K) : colwind_drw has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (140624K) : flm_drw has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (140752K) : hafniumox_drw has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (140752K) : memvia_drw has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (140752K) : thinfilmres_drw has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (140752K) : rfmem_drw has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (140752K) : norcx_drw has 2 polygons
2026-08-20 17:14:53 +0000: Memory Usage (140752K) : norcx_m2m3 has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (140752K) : norcx_m2m4 has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (140752K) : norcx_m2m5 has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (140752K) : norcx_m2tm1 has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (140752K) : norcx_m2tm2 has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (140752K) : norcx_m3m4 has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (140752K) : norcx_m3m5 has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (140752K) : norcx_m3tm1 has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (140752K) : norcx_m3tm2 has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (140752K) : norcx_m4m5 has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (140752K) : norcx_m4tm1 has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (140752K) : norcx_m4tm2 has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (140752K) : norcx_m5tm1 has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (140752K) : norcx_m5tm2 has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (140752K) : norcx_tm1tm2 has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (140752K) : norcx_m1sub has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (140752K) : norcx_m2sub has 0 polygons
2026-08-20 17:14:53 +0000: Memory Usage (140752K) : norcx_m3sub has 0 polygons
