$ /home/ubuntu/.local/share/ihp-eda/venv/bin/python /home/ubuntu/.local/share/ihp-eda/IHP-Open-PDK/ihp-sg13g2/libs.tech/klayout/tech/lvs/run_lvs.py --layout=/workspace/layout/blocks/out/driver_stage/bisect_extra12/ties/driver_dut.gds --netlist=/workspace/layout/blocks/out/driver_stage/bisect_extra12/ties/x.cdl --run_dir=/workspace/layout/blocks/out/driver_stage/bisect_extra12/ties/lvs --run_mode=deep --topcell=driver_dut --implicit_nets=sub,sub! --ignore_top_ports_mismatch --disable_tap_extraction
2026-08-20 17:12:10 +0000: Memory Usage (130124K) : Selected DISABLE_TAP_EXTRACTION option: true
2026-08-20 17:12:10 +0000: Memory Usage (130124K) : deep  mode is enabled.
2026-08-20 17:12:10 +0000: Memory Usage (130124K) : Applying implicit connections (case-sensitive, pattern supported) for nets: sub, sub!
2026-08-20 17:12:10 +0000: Memory Usage (131368K) : Netlist file: /workspace/layout/blocks/out/driver_stage/bisect_extra12/ties/x.cdl
2026-08-20 17:12:10 +0000: Memory Usage (131368K) : LVS extracted netlist at: /workspace/layout/blocks/out/driver_stage/bisect_extra12/ties/lvs/driver_dut_extracted.cir
2026-08-20 17:12:10 +0000: Memory Usage (131368K) : Applying SRAM integration support.
2026-08-20 17:12:10 +0000: Memory Usage (131368K) : Starting SG13G2 LVS runset
2026-08-20 17:12:10 +0000: Memory Usage (131368K) : Read in polygons from layers.
2026-08-20 17:12:10 +0000: Memory Usage (132520K) : activ_drw has 899 polygons
2026-08-20 17:12:10 +0000: Memory Usage (132520K) : activ_filler has 0 polygons
2026-08-20 17:12:10 +0000: Memory Usage (132648K) : activ has 899 polygons
2026-08-20 17:12:11 +0000: Memory Usage (132808K) : activ_pin has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (133192K) : activ_mask has 4 polygons
2026-08-20 17:12:11 +0000: Memory Usage (133192K) : activ_nofill has 2 polygons
2026-08-20 17:12:11 +0000: Memory Usage (133192K) : activ_OPC has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (133192K) : activ_iOPC has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (133192K) : activ_noqrc has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (133192K) : biwind_drw has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (133192K) : biwind_OPC has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (133192K) : gatpoly_drw has 140 polygons
2026-08-20 17:12:11 +0000: Memory Usage (133192K) : gatpoly_filler has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (133192K) : gatpoly has 140 polygons
2026-08-20 17:12:11 +0000: Memory Usage (133192K) : gatpoly_pin has 119 polygons
2026-08-20 17:12:11 +0000: Memory Usage (133192K) : gatpoly_nofill has 2 polygons
2026-08-20 17:12:11 +0000: Memory Usage (133192K) : gatpoly_OPC has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (133192K) : gatpoly_iOPC has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (133192K) : gatpoly_noqrc has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (133192K) : cont_drw has 14577 polygons
2026-08-20 17:12:11 +0000: Memory Usage (133192K) : cont_OPC has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (133320K) : nsd_drw has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (133320K) : nsd_block has 4 polygons
2026-08-20 17:12:11 +0000: Memory Usage (133320K) : metal1_drw has 1558 polygons
2026-08-20 17:12:11 +0000: Memory Usage (133448K) : metal1_filler has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (133448K) : metal1_slit has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (133576K) : metal1 has 1558 polygons
2026-08-20 17:12:11 +0000: Memory Usage (133576K) : metal1_pin has 750 polygons
2026-08-20 17:12:11 +0000: Memory Usage (133704K) : metal1_mask has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (133704K) : metal1_nofill has 2 polygons
2026-08-20 17:12:11 +0000: Memory Usage (133960K) : metal1_text has 5 polygons
2026-08-20 17:12:11 +0000: Memory Usage (134088K) : metal1_OPC has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (134088K) : metal1_noqrc has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (134088K) : metal1_res has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (134216K) : metal1_iprobe has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (134216K) : metal1_diffprb has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (134216K) : passiv_drw has 2 polygons
2026-08-20 17:12:11 +0000: Memory Usage (134344K) : passiv_pin has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (134344K) : passiv_sbump has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (134344K) : passiv_pillar has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (134472K) : passiv_pdl has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (134472K) : metal2_drw has 569 polygons
2026-08-20 17:12:11 +0000: Memory Usage (134472K) : metal2_filler has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (134600K) : metal2_slit has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (134600K) : metal2 has 569 polygons
2026-08-20 17:12:11 +0000: Memory Usage (134600K) : metal2_pin has 10 polygons
2026-08-20 17:12:11 +0000: Memory Usage (134600K) : metal2_mask has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (134600K) : metal2_nofill has 2 polygons
2026-08-20 17:12:11 +0000: Memory Usage (134728K) : metal2_text has 3 polygons
2026-08-20 17:12:11 +0000: Memory Usage (134728K) : metal2_OPC has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (134728K) : metal2_noqrc has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (134728K) : metal2_res has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (134856K) : metal2_iprobe has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (134856K) : metal2_diffprb has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (134856K) : baspoly_drw has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (134984K) : baspoly_pin has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (134984K) : psd_drw has 515 polygons
2026-08-20 17:12:11 +0000: Memory Usage (134984K) : nldb_drw has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (134984K) : digibnd_drw has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (135112K) : via1_drw has 7650 polygons
2026-08-20 17:12:11 +0000: Memory Usage (135112K) : backmetal1_drw has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (135112K) : backmetal1_pin has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (135112K) : backmetal1_mask has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (135240K) : backmetal1_filler has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (135240K) : backmetal1_nofill has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (135240K) : backmetal1_slit has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (135240K) : backmetal1_text has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (135368K) : backmetal1_OPC has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (135368K) : backmetal1_noqrc has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (135368K) : backmetal1_res has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (135368K) : backmetal1_iprobe has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (135496K) : backmetal1_diffprb has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (135496K) : backpassiv_drw has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (135496K) : res_drw has 2 polygons
2026-08-20 17:12:11 +0000: Memory Usage (135624K) : sram_drw has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (135624K) : trans_drw has 2 polygons
2026-08-20 17:12:11 +0000: Memory Usage (135624K) : ind_drw has 2 polygons
2026-08-20 17:12:11 +0000: Memory Usage (135624K) : ind_pin has 4 polygons
2026-08-20 17:12:11 +0000: Memory Usage (135752K) : ind_text has 4 polygons
2026-08-20 17:12:11 +0000: Memory Usage (135752K) : salblock_drw has 12 polygons
2026-08-20 17:12:11 +0000: Memory Usage (135752K) : via2_drw has 836 polygons
2026-08-20 17:12:11 +0000: Memory Usage (135880K) : metal3_drw has 68 polygons
2026-08-20 17:12:11 +0000: Memory Usage (135880K) : metal3_filler has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (135880K) : metal3_slit has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (135880K) : metal3 has 68 polygons
2026-08-20 17:12:11 +0000: Memory Usage (135880K) : metal3_pin has 2 polygons
2026-08-20 17:12:11 +0000: Memory Usage (135880K) : metal3_mask has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (135880K) : metal3_nofill has 2 polygons
2026-08-20 17:12:11 +0000: Memory Usage (135880K) : metal3_text has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (135880K) : metal3_OPC has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (135880K) : metal3_noqrc has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (135880K) : metal3_res has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (135880K) : metal3_iprobe has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (135880K) : metal3_diffprb has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (135880K) : nwell_drw has 14 polygons
2026-08-20 17:12:11 +0000: Memory Usage (135880K) : nwell_pin has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (135880K) : nwell_text has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (135880K) : nbulay_drw has 1 polygons
2026-08-20 17:12:11 +0000: Memory Usage (136008K) : nbulay_pin has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (136008K) : nbulay_block has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (136008K) : emwind_drw has 4 polygons
2026-08-20 17:12:11 +0000: Memory Usage (136008K) : emwind_OPC has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (136008K) : deepco_drw has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (136136K) : mim_drw has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (136136K) : edgeseal_drw has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (136136K) : substrate_drw has 500 polygons
2026-08-20 17:12:11 +0000: Memory Usage (136136K) : substrate_text has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (136136K) : dfpad_drw has 2 polygons
2026-08-20 17:12:11 +0000: Memory Usage (136136K) : dfpad_pillar has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (136264K) : dfpad_sbump has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (136264K) : thickgateox_drw has 1 polygons
2026-08-20 17:12:11 +0000: Memory Usage (136264K) : pldb_drw has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (136264K) : pwell_drw has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (136264K) : pwell_pin has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (136392K) : pwell_block has 2 polygons
2026-08-20 17:12:11 +0000: Memory Usage (136392K) : ic_drw has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (136392K) : via3_drw has 1049 polygons
2026-08-20 17:12:11 +0000: Memory Usage (136392K) : metal4_drw has 31 polygons
2026-08-20 17:12:11 +0000: Memory Usage (136392K) : metal4_filler has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (136392K) : metal4_slit has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (136520K) : metal4 has 31 polygons
2026-08-20 17:12:11 +0000: Memory Usage (136520K) : metal4_pin has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (136520K) : metal4_mask has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (136520K) : metal4_nofill has 2 polygons
2026-08-20 17:12:11 +0000: Memory Usage (136520K) : metal4_text has 3 polygons
2026-08-20 17:12:11 +0000: Memory Usage (136648K) : metal4_OPC has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (136648K) : metal4_noqrc has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (136648K) : metal4_res has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (136648K) : metal4_iprobe has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (136648K) : metal4_diffprb has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (136648K) : heattrans_drw has 123 polygons
2026-08-20 17:12:11 +0000: Memory Usage (136776K) : heatres_drw has 2 polygons
2026-08-20 17:12:11 +0000: Memory Usage (136776K) : fbe_drw has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (136776K) : empoly_drw has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (136776K) : digisub_drw has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (136776K) : text_drw has 655 polygons
2026-08-20 17:12:11 +0000: Memory Usage (136776K) : via4_drw has 1043 polygons
2026-08-20 17:12:11 +0000: Memory Usage (136904K) : metal5_drw has 43 polygons
2026-08-20 17:12:11 +0000: Memory Usage (136904K) : metal5_filler has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (136904K) : metal5_slit has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (136904K) : metal5 has 43 polygons
2026-08-20 17:12:11 +0000: Memory Usage (136904K) : metal5_pin has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (136904K) : metal5_mask has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (137032K) : metal5_nofill has 2 polygons
2026-08-20 17:12:11 +0000: Memory Usage (137032K) : metal5_text has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (137032K) : metal5_OPC has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (137032K) : metal5_noqrc has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (137032K) : metal5_res has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (137032K) : metal5_iprobe has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (137160K) : metal5_diffprb has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (137160K) : radhard_drw has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (137160K) : memcap_drw has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (137160K) : varicap_drw has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (137160K) : intbondvia_drw has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (137288K) : intbondmet_drw has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (137288K) : devbondvia_drw has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (137288K) : devbondmet_drw has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (137288K) : devtrench_drw has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (137416K) : redist_drw has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (137416K) : graphbot_drw has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (137416K) : graphtop_drw has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (137416K) : antvia1_drw has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (137416K) : antmetal2_drw has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (137544K) : graphcont_drw has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (137544K) : siwg_drw has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (137544K) : siwg_filler has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (137544K) : siwg_nofill has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (137544K) : sigrating_drw has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (137544K) : singrating_drw has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (137672K) : graphpas_drw has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (137672K) : emwind3_drw has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (137672K) : emwihv3_drw has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (137672K) : redbulay_drw has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (137672K) : smos_drw has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (137672K) : graphpad_drw has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (137800K) : polimide_drw has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (137800K) : polimide_pin has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (137800K) : recog_drw has 1 polygons
2026-08-20 17:12:11 +0000: Memory Usage (137800K) : recog_pin has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (137928K) : recog_esd has 5 polygons
2026-08-20 17:12:11 +0000: Memory Usage (137928K) : recog_diode has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (137928K) : recog_tsv has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (137928K) : recog_iprobe has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (138056K) : recog_diffprb has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (138056K) : recog_pillar has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (138056K) : recog_sbump has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (138056K) : recog_otp has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (138184K) : recog_pdiode has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (138184K) : recog_mom has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (138184K) : recog_momf has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (138184K) : recog_pcm has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (138312K) : colopen_drw has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (138312K) : graphmetal1_drw has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (138312K) : graphmetal1_filler has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (138312K) : graphmetal1_nofill has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (138440K) : graphmetal1_slit has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (138440K) : graphmetal1_OPC has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (138440K) : graphmet1l_drw has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (138440K) : graphmet1l_filler has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (138568K) : graphmet1l_nofill has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (138568K) : graphmet1l_slit has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (138568K) : graphmet1l_OPC has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (138568K) : extblock_drw has 6 polygons
2026-08-20 17:12:11 +0000: Memory Usage (138696K) : nldd_drw has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (138696K) : pldd_drw has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (138696K) : next_drw has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (138696K) : pext_drw has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (138696K) : nexthv_drw has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (138824K) : pexthv_drw has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (138824K) : graphgate_drw has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (138824K) : sinwg_drw has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (138824K) : sinwg_filler has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (138824K) : sinwg_nofill has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (138952K) : mempad_drw has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (138952K) : topvia1_drw has 485 polygons
2026-08-20 17:12:11 +0000: Memory Usage (138952K) : topmetal1_drw has 56 polygons
2026-08-20 17:12:11 +0000: Memory Usage (138952K) : topmetal1_filler has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (138952K) : topmetal1_slit has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (138952K) : topmetal1 has 56 polygons
2026-08-20 17:12:11 +0000: Memory Usage (139080K) : topmetal1_pin has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (139080K) : topmetal1_mask has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (139080K) : topmetal1_nofill has 2 polygons
2026-08-20 17:12:11 +0000: Memory Usage (139080K) : topmetal1_text has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (139080K) : topmetal1_noqrc has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (139208K) : topmetal1_res has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (139208K) : topmetal1_iprobe has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (139208K) : topmetal1_diffprb has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (139208K) : inldpwl_drw has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (139336K) : polyres_drw has 2 polygons
2026-08-20 17:12:11 +0000: Memory Usage (139336K) : polyres_pin has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (139336K) : vmim_drw has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (139336K) : nbulaycut_drw has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (139464K) : antmetal1_drw has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (139464K) : topvia2_drw has 231 polygons
2026-08-20 17:12:11 +0000: Memory Usage (139720K) : topmetal2_drw has 63 polygons
2026-08-20 17:12:11 +0000: Memory Usage (139720K) : topmetal2_filler has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (139720K) : topmetal2_slit has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (139720K) : topmetal2 has 63 polygons
2026-08-20 17:12:11 +0000: Memory Usage (139848K) : topmetal2_pin has 4 polygons
2026-08-20 17:12:11 +0000: Memory Usage (139848K) : topmetal2_mask has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (139848K) : topmetal2_nofill has 2 polygons
2026-08-20 17:12:11 +0000: Memory Usage (139848K) : topmetal2_text has 8 polygons
2026-08-20 17:12:11 +0000: Memory Usage (139976K) : topmetal2_noqrc has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (139976K) : topmetal2_res has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (139976K) : topmetal2_iprobe has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (140104K) : topmetal2_diffprb has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (140104K) : snsring_drw has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (140104K) : sensor_drw has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (140104K) : snsarms_drw has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (140232K) : snscmosvia_drw has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (140232K) : colwind_drw has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (140360K) : flm_drw has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (140360K) : hafniumox_drw has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (140488K) : memvia_drw has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (140488K) : thinfilmres_drw has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (140488K) : rfmem_drw has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (140488K) : norcx_drw has 2 polygons
2026-08-20 17:12:11 +0000: Memory Usage (140488K) : norcx_m2m3 has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (140488K) : norcx_m2m4 has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (140488K) : norcx_m2m5 has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (140488K) : norcx_m2tm1 has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (140488K) : norcx_m2tm2 has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (140488K) : norcx_m3m4 has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (140488K) : norcx_m3m5 has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (140488K) : norcx_m3tm1 has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (140488K) : norcx_m3tm2 has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (140488K) : norcx_m4m5 has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (140488K) : norcx_m4tm1 has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (140488K) : norcx_m4tm2 has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (140488K) : norcx_m5tm1 has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (140488K) : norcx_m5tm2 has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (140488K) : norcx_tm1tm2 has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (140488K) : norcx_m1sub has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (140488K) : norcx_m2sub has 0 polygons
2026-08-20 17:12:11 +0000: Memory Usage (140488K) : norcx_m3sub has 0 polygons
