$ python3 /home/ubuntu/.local/share/ihp-eda/IHP-Open-PDK/ihp-sg13g2/libs.tech/klayout/tech/lvs/run_lvs.py --layout=/workspace/layout/blocks/out/driver_stage/lvs_probe4/full/driver_dut.gds --netlist=/workspace/layout/blocks/out/driver_stage/lvs_probe4/full/x.cdl --run_dir=/workspace/layout/blocks/out/driver_stage/lvs_probe4/full/lvs --run_mode=deep --topcell=driver_dut --implicit_nets=sub,sub! --ignore_top_ports_mismatch --disable_tap_extraction
2026-08-20 10:16:15 +0000: Memory Usage (130044K) : deep  mode is enabled.
2026-08-20 10:16:15 +0000: Memory Usage (130044K) : Applying implicit connections (case-sensitive, pattern supported) for nets: sub, sub!
2026-08-20 10:16:15 +0000: Memory Usage (131272K) : Netlist file: /workspace/layout/blocks/out/driver_stage/lvs_probe4/full/x.cdl
2026-08-20 10:16:15 +0000: Memory Usage (131272K) : LVS extracted netlist at: /workspace/layout/blocks/out/driver_stage/lvs_probe4/full/lvs/driver_dut_extracted.cir
2026-08-20 10:16:15 +0000: Memory Usage (131272K) : Applying SRAM integration support.
2026-08-20 10:16:15 +0000: Memory Usage (131272K) : Starting SG13G2 LVS runset
2026-08-20 10:16:15 +0000: Memory Usage (131272K) : Read in polygons from layers.
2026-08-20 10:16:15 +0000: Memory Usage (132448K) : activ_drw has 899 polygons
2026-08-20 10:16:15 +0000: Memory Usage (132448K) : activ_filler has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (132576K) : activ has 899 polygons
2026-08-20 10:16:15 +0000: Memory Usage (132664K) : activ_pin has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (133176K) : activ_mask has 4 polygons
2026-08-20 10:16:15 +0000: Memory Usage (133176K) : activ_nofill has 2 polygons
2026-08-20 10:16:15 +0000: Memory Usage (133176K) : activ_OPC has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (133176K) : activ_iOPC has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (133176K) : activ_noqrc has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (133176K) : biwind_drw has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (133176K) : biwind_OPC has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (133176K) : gatpoly_drw has 140 polygons
2026-08-20 10:16:15 +0000: Memory Usage (133176K) : gatpoly_filler has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (133176K) : gatpoly has 140 polygons
2026-08-20 10:16:15 +0000: Memory Usage (133176K) : gatpoly_pin has 119 polygons
2026-08-20 10:16:15 +0000: Memory Usage (133176K) : gatpoly_nofill has 2 polygons
2026-08-20 10:16:15 +0000: Memory Usage (133176K) : gatpoly_OPC has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (133176K) : gatpoly_iOPC has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (133176K) : gatpoly_noqrc has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (133304K) : cont_drw has 14577 polygons
2026-08-20 10:16:15 +0000: Memory Usage (133304K) : cont_OPC has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (133304K) : nsd_drw has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (133304K) : nsd_block has 4 polygons
2026-08-20 10:16:15 +0000: Memory Usage (133432K) : metal1_drw has 1550 polygons
2026-08-20 10:16:15 +0000: Memory Usage (133432K) : metal1_filler has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (133560K) : metal1_slit has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (133560K) : metal1 has 1550 polygons
2026-08-20 10:16:15 +0000: Memory Usage (133688K) : metal1_pin has 750 polygons
2026-08-20 10:16:15 +0000: Memory Usage (133688K) : metal1_mask has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (133816K) : metal1_nofill has 2 polygons
2026-08-20 10:16:15 +0000: Memory Usage (134072K) : metal1_text has 5 polygons
2026-08-20 10:16:15 +0000: Memory Usage (134072K) : metal1_OPC has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (134072K) : metal1_noqrc has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (134200K) : metal1_res has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (134200K) : metal1_iprobe has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (134200K) : metal1_diffprb has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (134328K) : passiv_drw has 2 polygons
2026-08-20 10:16:15 +0000: Memory Usage (134328K) : passiv_pin has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (134328K) : passiv_sbump has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (134456K) : passiv_pillar has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (134456K) : passiv_pdl has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (134456K) : metal2_drw has 570 polygons
2026-08-20 10:16:15 +0000: Memory Usage (134584K) : metal2_filler has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (134584K) : metal2_slit has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (134584K) : metal2 has 570 polygons
2026-08-20 10:16:15 +0000: Memory Usage (134584K) : metal2_pin has 10 polygons
2026-08-20 10:16:15 +0000: Memory Usage (134712K) : metal2_mask has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (134712K) : metal2_nofill has 2 polygons
2026-08-20 10:16:15 +0000: Memory Usage (134712K) : metal2_text has 3 polygons
2026-08-20 10:16:15 +0000: Memory Usage (134712K) : metal2_OPC has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (134840K) : metal2_noqrc has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (134840K) : metal2_res has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (134840K) : metal2_iprobe has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (134840K) : metal2_diffprb has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (134968K) : baspoly_drw has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (134968K) : baspoly_pin has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (134968K) : psd_drw has 515 polygons
2026-08-20 10:16:15 +0000: Memory Usage (135096K) : nldb_drw has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (135096K) : digibnd_drw has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (135096K) : via1_drw has 7634 polygons
2026-08-20 10:16:15 +0000: Memory Usage (135096K) : backmetal1_drw has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (135224K) : backmetal1_pin has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (135224K) : backmetal1_mask has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (135224K) : backmetal1_filler has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (135224K) : backmetal1_nofill has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (135352K) : backmetal1_slit has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (135352K) : backmetal1_text has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (135352K) : backmetal1_OPC has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (135352K) : backmetal1_noqrc has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (135480K) : backmetal1_res has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (135480K) : backmetal1_iprobe has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (135480K) : backmetal1_diffprb has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (135480K) : backpassiv_drw has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (135608K) : res_drw has 2 polygons
2026-08-20 10:16:15 +0000: Memory Usage (135608K) : sram_drw has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (135608K) : trans_drw has 2 polygons
2026-08-20 10:16:15 +0000: Memory Usage (135608K) : ind_drw has 2 polygons
2026-08-20 10:16:15 +0000: Memory Usage (135736K) : ind_pin has 4 polygons
2026-08-20 10:16:15 +0000: Memory Usage (135736K) : ind_text has 4 polygons
2026-08-20 10:16:15 +0000: Memory Usage (135736K) : salblock_drw has 12 polygons
2026-08-20 10:16:15 +0000: Memory Usage (135864K) : via2_drw has 843 polygons
2026-08-20 10:16:15 +0000: Memory Usage (135864K) : metal3_drw has 63 polygons
2026-08-20 10:16:15 +0000: Memory Usage (135864K) : metal3_filler has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (135864K) : metal3_slit has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (135864K) : metal3 has 63 polygons
2026-08-20 10:16:15 +0000: Memory Usage (135864K) : metal3_pin has 2 polygons
2026-08-20 10:16:15 +0000: Memory Usage (135864K) : metal3_mask has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (135864K) : metal3_nofill has 2 polygons
2026-08-20 10:16:15 +0000: Memory Usage (135864K) : metal3_text has 4 polygons
2026-08-20 10:16:15 +0000: Memory Usage (135864K) : metal3_OPC has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (135864K) : metal3_noqrc has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (135864K) : metal3_res has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (135864K) : metal3_iprobe has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (135864K) : metal3_diffprb has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (135992K) : nwell_drw has 14 polygons
2026-08-20 10:16:15 +0000: Memory Usage (135992K) : nwell_pin has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (135992K) : nwell_text has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (135992K) : nbulay_drw has 1 polygons
2026-08-20 10:16:15 +0000: Memory Usage (135992K) : nbulay_pin has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (135992K) : nbulay_block has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (136120K) : emwind_drw has 4 polygons
2026-08-20 10:16:15 +0000: Memory Usage (136120K) : emwind_OPC has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (136120K) : deepco_drw has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (136120K) : mim_drw has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (136120K) : edgeseal_drw has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (136248K) : substrate_drw has 500 polygons
2026-08-20 10:16:15 +0000: Memory Usage (136248K) : substrate_text has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (136248K) : dfpad_drw has 2 polygons
2026-08-20 10:16:15 +0000: Memory Usage (136248K) : dfpad_pillar has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (136248K) : dfpad_sbump has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (136248K) : thickgateox_drw has 1 polygons
2026-08-20 10:16:15 +0000: Memory Usage (136376K) : pldb_drw has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (136376K) : pwell_drw has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (136376K) : pwell_pin has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (136376K) : pwell_block has 2 polygons
2026-08-20 10:16:15 +0000: Memory Usage (136376K) : ic_drw has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (136376K) : via3_drw has 1036 polygons
2026-08-20 10:16:15 +0000: Memory Usage (136504K) : metal4_drw has 28 polygons
2026-08-20 10:16:15 +0000: Memory Usage (136504K) : metal4_filler has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (136504K) : metal4_slit has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (136504K) : metal4 has 28 polygons
2026-08-20 10:16:15 +0000: Memory Usage (136504K) : metal4_pin has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (136632K) : metal4_mask has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (136632K) : metal4_nofill has 2 polygons
2026-08-20 10:16:15 +0000: Memory Usage (136632K) : metal4_text has 1 polygons
2026-08-20 10:16:15 +0000: Memory Usage (136632K) : metal4_OPC has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (136632K) : metal4_noqrc has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (136632K) : metal4_res has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (136632K) : metal4_iprobe has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (136760K) : metal4_diffprb has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (136760K) : heattrans_drw has 123 polygons
2026-08-20 10:16:15 +0000: Memory Usage (136760K) : heatres_drw has 2 polygons
2026-08-20 10:16:15 +0000: Memory Usage (136760K) : fbe_drw has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (136760K) : empoly_drw has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (136888K) : digisub_drw has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (136888K) : text_drw has 655 polygons
2026-08-20 10:16:15 +0000: Memory Usage (136888K) : via4_drw has 1032 polygons
2026-08-20 10:16:15 +0000: Memory Usage (136888K) : metal5_drw has 55 polygons
2026-08-20 10:16:15 +0000: Memory Usage (136888K) : metal5_filler has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (136888K) : metal5_slit has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (136888K) : metal5 has 55 polygons
2026-08-20 10:16:15 +0000: Memory Usage (137016K) : metal5_pin has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (137016K) : metal5_mask has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (137016K) : metal5_nofill has 2 polygons
2026-08-20 10:16:15 +0000: Memory Usage (137016K) : metal5_text has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (137016K) : metal5_OPC has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (137016K) : metal5_noqrc has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (137144K) : metal5_res has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (137144K) : metal5_iprobe has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (137144K) : metal5_diffprb has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (137144K) : radhard_drw has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (137144K) : memcap_drw has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (137272K) : varicap_drw has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (137272K) : intbondvia_drw has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (137272K) : intbondmet_drw has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (137272K) : devbondvia_drw has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (137400K) : devbondmet_drw has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (137400K) : devtrench_drw has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (137400K) : redist_drw has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (137400K) : graphbot_drw has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (137528K) : graphtop_drw has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (137528K) : antvia1_drw has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (137528K) : antmetal2_drw has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (137528K) : graphcont_drw has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (137528K) : siwg_drw has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (137528K) : siwg_filler has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (137528K) : siwg_nofill has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (137656K) : sigrating_drw has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (137656K) : singrating_drw has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (137656K) : graphpas_drw has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (137656K) : emwind3_drw has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (137656K) : emwihv3_drw has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (137784K) : redbulay_drw has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (137784K) : smos_drw has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (137784K) : graphpad_drw has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (137784K) : polimide_drw has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (137784K) : polimide_pin has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (137784K) : recog_drw has 1 polygons
2026-08-20 10:16:15 +0000: Memory Usage (137912K) : recog_pin has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (137912K) : recog_esd has 5 polygons
2026-08-20 10:16:15 +0000: Memory Usage (137912K) : recog_diode has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (137912K) : recog_tsv has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (138040K) : recog_iprobe has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (138040K) : recog_diffprb has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (138040K) : recog_pillar has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (138040K) : recog_sbump has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (138168K) : recog_otp has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (138168K) : recog_pdiode has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (138168K) : recog_mom has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (138168K) : recog_momf has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (138296K) : recog_pcm has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (138296K) : colopen_drw has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (138296K) : graphmetal1_drw has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (138296K) : graphmetal1_filler has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (138424K) : graphmetal1_nofill has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (138424K) : graphmetal1_slit has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (138424K) : graphmetal1_OPC has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (138424K) : graphmet1l_drw has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (138552K) : graphmet1l_filler has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (138552K) : graphmet1l_nofill has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (138552K) : graphmet1l_slit has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (138552K) : graphmet1l_OPC has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (138680K) : extblock_drw has 6 polygons
2026-08-20 10:16:15 +0000: Memory Usage (138680K) : nldd_drw has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (138680K) : pldd_drw has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (138680K) : next_drw has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (138680K) : pext_drw has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (138808K) : nexthv_drw has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (138808K) : pexthv_drw has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (138808K) : graphgate_drw has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (138808K) : sinwg_drw has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (138808K) : sinwg_filler has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (138936K) : sinwg_nofill has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (138936K) : mempad_drw has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (138936K) : topvia1_drw has 484 polygons
2026-08-20 10:16:15 +0000: Memory Usage (138936K) : topmetal1_drw has 61 polygons
2026-08-20 10:16:15 +0000: Memory Usage (138936K) : topmetal1_filler has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (138936K) : topmetal1_slit has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (139064K) : topmetal1 has 61 polygons
2026-08-20 10:16:15 +0000: Memory Usage (139064K) : topmetal1_pin has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (139064K) : topmetal1_mask has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (139064K) : topmetal1_nofill has 2 polygons
2026-08-20 10:16:15 +0000: Memory Usage (139064K) : topmetal1_text has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (139192K) : topmetal1_noqrc has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (139192K) : topmetal1_res has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (139192K) : topmetal1_iprobe has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (139192K) : topmetal1_diffprb has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (139320K) : inldpwl_drw has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (139320K) : polyres_drw has 2 polygons
2026-08-20 10:16:15 +0000: Memory Usage (139320K) : polyres_pin has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (139320K) : vmim_drw has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (139448K) : nbulaycut_drw has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (139448K) : antmetal1_drw has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (139448K) : topvia2_drw has 233 polygons
2026-08-20 10:16:15 +0000: Memory Usage (139704K) : topmetal2_drw has 67 polygons
2026-08-20 10:16:15 +0000: Memory Usage (139704K) : topmetal2_filler has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (139704K) : topmetal2_slit has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (139832K) : topmetal2 has 67 polygons
2026-08-20 10:16:15 +0000: Memory Usage (139832K) : topmetal2_pin has 4 polygons
2026-08-20 10:16:15 +0000: Memory Usage (139832K) : topmetal2_mask has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (139960K) : topmetal2_nofill has 2 polygons
2026-08-20 10:16:15 +0000: Memory Usage (139960K) : topmetal2_text has 8 polygons
2026-08-20 10:16:15 +0000: Memory Usage (139960K) : topmetal2_noqrc has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (139960K) : topmetal2_res has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (140088K) : topmetal2_iprobe has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (140088K) : topmetal2_diffprb has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (140088K) : snsring_drw has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (140088K) : sensor_drw has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (140216K) : snsarms_drw has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (140216K) : snscmosvia_drw has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (140216K) : colwind_drw has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (140344K) : flm_drw has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (140472K) : hafniumox_drw has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (140472K) : memvia_drw has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (140472K) : thinfilmres_drw has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (140472K) : rfmem_drw has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (140472K) : norcx_drw has 2 polygons
2026-08-20 10:16:15 +0000: Memory Usage (140472K) : norcx_m2m3 has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (140472K) : norcx_m2m4 has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (140472K) : norcx_m2m5 has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (140472K) : norcx_m2tm1 has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (140472K) : norcx_m2tm2 has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (140472K) : norcx_m3m4 has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (140472K) : norcx_m3m5 has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (140472K) : norcx_m3tm1 has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (140472K) : norcx_m3tm2 has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (140472K) : norcx_m4m5 has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (140472K) : norcx_m4tm1 has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (140472K) : norcx_m4tm2 has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (140472K) : norcx_m5tm1 has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (140472K) : norcx_m5tm2 has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (140472K) : norcx_tm1tm2 has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (140472K) : norcx_m1sub has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (140472K) : norcx_m2sub has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (140472K) : norcx_m3sub has 0 polygons
2026-08-20 10:16:15 +0000: Memory Usage (140472K) : norcx_m4sub has 0 polygons
