$ /home/ubuntu/.local/share/ihp-eda/venv/bin/python /home/ubuntu/.local/share/ihp-eda/IHP-Open-PDK/ihp-sg13g2/libs.tech/klayout/tech/lvs/run_lvs.py --layout=/workspace/layout/blocks/out/driver_stage/bisect_extra9/both/driver_dut.gds --netlist=/workspace/layout/blocks/out/driver_stage/bisect_extra9/both/x.cdl --run_dir=/workspace/layout/blocks/out/driver_stage/bisect_extra9/both/lvs --run_mode=deep --topcell=driver_dut --implicit_nets=sub,sub! --ignore_top_ports_mismatch --disable_tap_extraction
2026-08-20 17:11:02 +0000: Memory Usage (130028K) : Selected DISABLE_TAP_EXTRACTION option: true
2026-08-20 17:11:02 +0000: Memory Usage (130028K) : deep  mode is enabled.
2026-08-20 17:11:02 +0000: Memory Usage (130028K) : Applying implicit connections (case-sensitive, pattern supported) for nets: sub, sub!
2026-08-20 17:11:02 +0000: Memory Usage (131272K) : Netlist file: /workspace/layout/blocks/out/driver_stage/bisect_extra9/both/x.cdl
2026-08-20 17:11:02 +0000: Memory Usage (131272K) : LVS extracted netlist at: /workspace/layout/blocks/out/driver_stage/bisect_extra9/both/lvs/driver_dut_extracted.cir
2026-08-20 17:11:02 +0000: Memory Usage (131272K) : Applying SRAM integration support.
2026-08-20 17:11:02 +0000: Memory Usage (131272K) : Starting SG13G2 LVS runset
2026-08-20 17:11:02 +0000: Memory Usage (131272K) : Read in polygons from layers.
2026-08-20 17:11:02 +0000: Memory Usage (132424K) : activ_drw has 899 polygons
2026-08-20 17:11:02 +0000: Memory Usage (132424K) : activ_filler has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (132552K) : activ has 899 polygons
2026-08-20 17:11:02 +0000: Memory Usage (132552K) : activ_pin has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (132640K) : activ_mask has 4 polygons
2026-08-20 17:11:02 +0000: Memory Usage (133152K) : activ_nofill has 2 polygons
2026-08-20 17:11:02 +0000: Memory Usage (133152K) : activ_OPC has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (133152K) : activ_iOPC has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (133152K) : activ_noqrc has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (133152K) : biwind_drw has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (133152K) : biwind_OPC has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (133152K) : gatpoly_drw has 140 polygons
2026-08-20 17:11:02 +0000: Memory Usage (133152K) : gatpoly_filler has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (133152K) : gatpoly has 140 polygons
2026-08-20 17:11:02 +0000: Memory Usage (133152K) : gatpoly_pin has 119 polygons
2026-08-20 17:11:02 +0000: Memory Usage (133152K) : gatpoly_nofill has 2 polygons
2026-08-20 17:11:02 +0000: Memory Usage (133152K) : gatpoly_OPC has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (133152K) : gatpoly_iOPC has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (133152K) : gatpoly_noqrc has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (133152K) : cont_drw has 14577 polygons
2026-08-20 17:11:02 +0000: Memory Usage (133152K) : cont_OPC has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (133152K) : nsd_drw has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (133152K) : nsd_block has 4 polygons
2026-08-20 17:11:02 +0000: Memory Usage (133152K) : metal1_drw has 1550 polygons
2026-08-20 17:11:02 +0000: Memory Usage (133280K) : metal1_filler has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (133280K) : metal1_slit has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (133408K) : metal1 has 1550 polygons
2026-08-20 17:11:02 +0000: Memory Usage (133408K) : metal1_pin has 750 polygons
2026-08-20 17:11:02 +0000: Memory Usage (133536K) : metal1_mask has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (133536K) : metal1_nofill has 2 polygons
2026-08-20 17:11:02 +0000: Memory Usage (133792K) : metal1_text has 5 polygons
2026-08-20 17:11:02 +0000: Memory Usage (133920K) : metal1_OPC has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (133920K) : metal1_noqrc has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (133920K) : metal1_res has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (134048K) : metal1_iprobe has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (134048K) : metal1_diffprb has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (134048K) : passiv_drw has 2 polygons
2026-08-20 17:11:02 +0000: Memory Usage (134176K) : passiv_pin has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (134176K) : passiv_sbump has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (134176K) : passiv_pillar has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (134304K) : passiv_pdl has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (134304K) : metal2_drw has 543 polygons
2026-08-20 17:11:02 +0000: Memory Usage (134304K) : metal2_filler has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (134432K) : metal2_slit has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (134432K) : metal2 has 543 polygons
2026-08-20 17:11:02 +0000: Memory Usage (134432K) : metal2_pin has 10 polygons
2026-08-20 17:11:02 +0000: Memory Usage (134432K) : metal2_mask has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (134560K) : metal2_nofill has 2 polygons
2026-08-20 17:11:02 +0000: Memory Usage (134560K) : metal2_text has 3 polygons
2026-08-20 17:11:02 +0000: Memory Usage (134560K) : metal2_OPC has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (134560K) : metal2_noqrc has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (134688K) : metal2_res has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (134688K) : metal2_iprobe has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (134688K) : metal2_diffprb has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (134688K) : baspoly_drw has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (134816K) : baspoly_pin has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (134816K) : psd_drw has 515 polygons
2026-08-20 17:11:02 +0000: Memory Usage (134816K) : nldb_drw has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (134944K) : digibnd_drw has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (134944K) : via1_drw has 7634 polygons
2026-08-20 17:11:02 +0000: Memory Usage (134944K) : backmetal1_drw has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (134944K) : backmetal1_pin has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (135072K) : backmetal1_mask has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (135072K) : backmetal1_filler has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (135072K) : backmetal1_nofill has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (135072K) : backmetal1_slit has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (135200K) : backmetal1_text has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (135200K) : backmetal1_OPC has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (135200K) : backmetal1_noqrc has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (135200K) : backmetal1_res has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (135328K) : backmetal1_iprobe has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (135328K) : backmetal1_diffprb has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (135328K) : backpassiv_drw has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (135328K) : res_drw has 2 polygons
2026-08-20 17:11:02 +0000: Memory Usage (135456K) : sram_drw has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (135456K) : trans_drw has 2 polygons
2026-08-20 17:11:02 +0000: Memory Usage (135456K) : ind_drw has 2 polygons
2026-08-20 17:11:02 +0000: Memory Usage (135584K) : ind_pin has 4 polygons
2026-08-20 17:11:02 +0000: Memory Usage (135584K) : ind_text has 4 polygons
2026-08-20 17:11:02 +0000: Memory Usage (135584K) : salblock_drw has 12 polygons
2026-08-20 17:11:02 +0000: Memory Usage (135584K) : via2_drw has 805 polygons
2026-08-20 17:11:02 +0000: Memory Usage (135712K) : metal3_drw has 46 polygons
2026-08-20 17:11:02 +0000: Memory Usage (135712K) : metal3_filler has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (135712K) : metal3_slit has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (135712K) : metal3 has 46 polygons
2026-08-20 17:11:02 +0000: Memory Usage (135712K) : metal3_pin has 2 polygons
2026-08-20 17:11:02 +0000: Memory Usage (135712K) : metal3_mask has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (135712K) : metal3_nofill has 2 polygons
2026-08-20 17:11:02 +0000: Memory Usage (135712K) : metal3_text has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (135712K) : metal3_OPC has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (135712K) : metal3_noqrc has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (135712K) : metal3_res has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (135712K) : metal3_iprobe has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (135712K) : metal3_diffprb has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (135712K) : nwell_drw has 14 polygons
2026-08-20 17:11:02 +0000: Memory Usage (135712K) : nwell_pin has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (135712K) : nwell_text has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (135840K) : nbulay_drw has 1 polygons
2026-08-20 17:11:02 +0000: Memory Usage (135840K) : nbulay_pin has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (135840K) : nbulay_block has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (135840K) : emwind_drw has 4 polygons
2026-08-20 17:11:02 +0000: Memory Usage (135840K) : emwind_OPC has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (135968K) : deepco_drw has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (135968K) : mim_drw has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (135968K) : edgeseal_drw has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (135968K) : substrate_drw has 500 polygons
2026-08-20 17:11:02 +0000: Memory Usage (135968K) : substrate_text has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (135968K) : dfpad_drw has 2 polygons
2026-08-20 17:11:02 +0000: Memory Usage (136096K) : dfpad_pillar has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (136096K) : dfpad_sbump has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (136096K) : thickgateox_drw has 1 polygons
2026-08-20 17:11:02 +0000: Memory Usage (136096K) : pldb_drw has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (136096K) : pwell_drw has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (136224K) : pwell_pin has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (136224K) : pwell_block has 2 polygons
2026-08-20 17:11:02 +0000: Memory Usage (136224K) : ic_drw has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (136224K) : via3_drw has 1015 polygons
2026-08-20 17:11:02 +0000: Memory Usage (136224K) : metal4_drw has 24 polygons
2026-08-20 17:11:02 +0000: Memory Usage (136224K) : metal4_filler has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (136352K) : metal4_slit has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (136352K) : metal4 has 24 polygons
2026-08-20 17:11:02 +0000: Memory Usage (136352K) : metal4_pin has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (136352K) : metal4_mask has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (136352K) : metal4_nofill has 2 polygons
2026-08-20 17:11:02 +0000: Memory Usage (136352K) : metal4_text has 3 polygons
2026-08-20 17:11:02 +0000: Memory Usage (136480K) : metal4_OPC has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (136480K) : metal4_noqrc has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (136480K) : metal4_res has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (136480K) : metal4_iprobe has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (136480K) : metal4_diffprb has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (136480K) : heattrans_drw has 123 polygons
2026-08-20 17:11:02 +0000: Memory Usage (136480K) : heatres_drw has 2 polygons
2026-08-20 17:11:02 +0000: Memory Usage (136608K) : fbe_drw has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (136608K) : empoly_drw has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (136608K) : digisub_drw has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (136608K) : text_drw has 655 polygons
2026-08-20 17:11:02 +0000: Memory Usage (136608K) : via4_drw has 1009 polygons
2026-08-20 17:11:02 +0000: Memory Usage (136608K) : metal5_drw has 34 polygons
2026-08-20 17:11:02 +0000: Memory Usage (136608K) : metal5_filler has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (136736K) : metal5_slit has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (136736K) : metal5 has 34 polygons
2026-08-20 17:11:02 +0000: Memory Usage (136736K) : metal5_pin has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (136736K) : metal5_mask has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (136736K) : metal5_nofill has 2 polygons
2026-08-20 17:11:02 +0000: Memory Usage (136736K) : metal5_text has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (136864K) : metal5_OPC has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (136864K) : metal5_noqrc has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (136864K) : metal5_res has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (136864K) : metal5_iprobe has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (136992K) : metal5_diffprb has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (136992K) : radhard_drw has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (136992K) : memcap_drw has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (136992K) : varicap_drw has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (136992K) : intbondvia_drw has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (137120K) : intbondmet_drw has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (137120K) : devbondvia_drw has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (137120K) : devbondmet_drw has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (137120K) : devtrench_drw has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (137248K) : redist_drw has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (137248K) : graphbot_drw has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (137248K) : graphtop_drw has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (137248K) : antvia1_drw has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (137248K) : antmetal2_drw has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (137248K) : graphcont_drw has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (137376K) : siwg_drw has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (137376K) : siwg_filler has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (137376K) : siwg_nofill has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (137376K) : sigrating_drw has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (137376K) : singrating_drw has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (137504K) : graphpas_drw has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (137504K) : emwind3_drw has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (137504K) : emwihv3_drw has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (137504K) : redbulay_drw has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (137504K) : smos_drw has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (137632K) : graphpad_drw has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (137632K) : polimide_drw has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (137632K) : polimide_pin has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (137632K) : recog_drw has 1 polygons
2026-08-20 17:11:02 +0000: Memory Usage (137760K) : recog_pin has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (137760K) : recog_esd has 5 polygons
2026-08-20 17:11:02 +0000: Memory Usage (137760K) : recog_diode has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (137760K) : recog_tsv has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (137888K) : recog_iprobe has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (137888K) : recog_diffprb has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (137888K) : recog_pillar has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (137888K) : recog_sbump has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (138016K) : recog_otp has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (138016K) : recog_pdiode has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (138016K) : recog_mom has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (138016K) : recog_momf has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (138144K) : recog_pcm has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (138144K) : colopen_drw has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (138144K) : graphmetal1_drw has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (138144K) : graphmetal1_filler has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (138272K) : graphmetal1_nofill has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (138272K) : graphmetal1_slit has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (138272K) : graphmetal1_OPC has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (138272K) : graphmet1l_drw has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (138400K) : graphmet1l_filler has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (138400K) : graphmet1l_nofill has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (138400K) : graphmet1l_slit has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (138400K) : graphmet1l_OPC has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (138400K) : extblock_drw has 6 polygons
2026-08-20 17:11:02 +0000: Memory Usage (138400K) : nldd_drw has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (138528K) : pldd_drw has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (138528K) : next_drw has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (138528K) : pext_drw has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (138528K) : nexthv_drw has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (138528K) : pexthv_drw has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (138656K) : graphgate_drw has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (138656K) : sinwg_drw has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (138656K) : sinwg_filler has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (138656K) : sinwg_nofill has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (138656K) : mempad_drw has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (138656K) : topvia1_drw has 478 polygons
2026-08-20 17:11:02 +0000: Memory Usage (138784K) : topmetal1_drw has 49 polygons
2026-08-20 17:11:02 +0000: Memory Usage (138784K) : topmetal1_filler has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (138784K) : topmetal1_slit has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (138784K) : topmetal1 has 49 polygons
2026-08-20 17:11:02 +0000: Memory Usage (138912K) : topmetal1_pin has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (138912K) : topmetal1_mask has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (138912K) : topmetal1_nofill has 2 polygons
2026-08-20 17:11:02 +0000: Memory Usage (138912K) : topmetal1_text has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (138912K) : topmetal1_noqrc has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (139040K) : topmetal1_res has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (139040K) : topmetal1_iprobe has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (139040K) : topmetal1_diffprb has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (139040K) : inldpwl_drw has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (139168K) : polyres_drw has 2 polygons
2026-08-20 17:11:02 +0000: Memory Usage (139168K) : polyres_pin has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (139168K) : vmim_drw has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (139168K) : nbulaycut_drw has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (139296K) : antmetal1_drw has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (139296K) : topvia2_drw has 232 polygons
2026-08-20 17:11:02 +0000: Memory Usage (139552K) : topmetal2_drw has 64 polygons
2026-08-20 17:11:02 +0000: Memory Usage (139552K) : topmetal2_filler has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (139552K) : topmetal2_slit has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (139552K) : topmetal2 has 64 polygons
2026-08-20 17:11:02 +0000: Memory Usage (139680K) : topmetal2_pin has 4 polygons
2026-08-20 17:11:02 +0000: Memory Usage (139680K) : topmetal2_mask has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (139680K) : topmetal2_nofill has 2 polygons
2026-08-20 17:11:02 +0000: Memory Usage (139680K) : topmetal2_text has 8 polygons
2026-08-20 17:11:02 +0000: Memory Usage (139808K) : topmetal2_noqrc has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (139808K) : topmetal2_res has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (139808K) : topmetal2_iprobe has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (139808K) : topmetal2_diffprb has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (139936K) : snsring_drw has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (139936K) : sensor_drw has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (139936K) : snsarms_drw has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (139936K) : snscmosvia_drw has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (140064K) : colwind_drw has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (140192K) : flm_drw has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (140192K) : hafniumox_drw has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (140192K) : memvia_drw has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (140192K) : thinfilmres_drw has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (140192K) : rfmem_drw has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (140192K) : norcx_drw has 2 polygons
2026-08-20 17:11:02 +0000: Memory Usage (140192K) : norcx_m2m3 has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (140192K) : norcx_m2m4 has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (140192K) : norcx_m2m5 has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (140192K) : norcx_m2tm1 has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (140192K) : norcx_m2tm2 has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (140192K) : norcx_m3m4 has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (140192K) : norcx_m3m5 has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (140192K) : norcx_m3tm1 has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (140192K) : norcx_m3tm2 has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (140192K) : norcx_m4m5 has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (140192K) : norcx_m4tm1 has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (140192K) : norcx_m4tm2 has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (140192K) : norcx_m5tm1 has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (140192K) : norcx_m5tm2 has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (140192K) : norcx_tm1tm2 has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (140192K) : norcx_m1sub has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (140192K) : norcx_m2sub has 0 polygons
2026-08-20 17:11:02 +0000: Memory Usage (140192K) : norcx_m3sub has 0 polygons
