$ /home/ubuntu/.local/share/ihp-eda/venv/bin/python /home/ubuntu/.local/share/ihp-eda/IHP-Open-PDK/ihp-sg13g2/libs.tech/klayout/tech/lvs/run_lvs.py --layout=/workspace/layout/blocks/out/driver_stage/bisect_run/_probe9_both/driver_dut.gds --netlist=/workspace/layout/blocks/out/driver_stage/bisect_run/_probe9_both/driver_dut.cdl --run_dir=/workspace/layout/blocks/out/driver_stage/bisect_run/_probe9_both/lvs --run_mode=deep --topcell=driver_dut --implicit_nets=sub,sub! --ignore_top_ports_mismatch --disable_tap_extraction
2026-08-20 19:07:42 +0000: Memory Usage (130540K) : Selected DISABLE_TAP_EXTRACTION option: true
2026-08-20 19:07:42 +0000: Memory Usage (130540K) : deep  mode is enabled.
2026-08-20 19:07:42 +0000: Memory Usage (130540K) : Applying implicit connections (case-sensitive, pattern supported) for nets: sub, sub!
2026-08-20 19:07:42 +0000: Memory Usage (131828K) : Netlist file: /workspace/layout/blocks/out/driver_stage/bisect_run/_probe9_both/driver_dut.cdl
2026-08-20 19:07:42 +0000: Memory Usage (131828K) : LVS extracted netlist at: /workspace/layout/blocks/out/driver_stage/bisect_run/_probe9_both/lvs/driver_dut_extracted.cir
2026-08-20 19:07:42 +0000: Memory Usage (131828K) : Applying SRAM integration support.
2026-08-20 19:07:42 +0000: Memory Usage (131828K) : Starting SG13G2 LVS runset
2026-08-20 19:07:42 +0000: Memory Usage (131828K) : Read in polygons from layers.
2026-08-20 19:07:42 +0000: Memory Usage (133108K) : activ_drw has 893 polygons
2026-08-20 19:07:42 +0000: Memory Usage (133108K) : activ_filler has 0 polygons
2026-08-20 19:07:42 +0000: Memory Usage (133236K) : activ has 893 polygons
2026-08-20 19:07:42 +0000: Memory Usage (133236K) : activ_pin has 0 polygons
2026-08-20 19:07:42 +0000: Memory Usage (133236K) : activ_mask has 4 polygons
2026-08-20 19:07:42 +0000: Memory Usage (133236K) : activ_nofill has 0 polygons
2026-08-20 19:07:42 +0000: Memory Usage (133236K) : activ_OPC has 0 polygons
2026-08-20 19:07:42 +0000: Memory Usage (133236K) : activ_iOPC has 0 polygons
2026-08-20 19:07:42 +0000: Memory Usage (133236K) : activ_noqrc has 0 polygons
2026-08-20 19:07:42 +0000: Memory Usage (133324K) : biwind_drw has 0 polygons
2026-08-20 19:07:42 +0000: Memory Usage (133836K) : biwind_OPC has 0 polygons
2026-08-20 19:07:42 +0000: Memory Usage (133836K) : gatpoly_drw has 123 polygons
2026-08-20 19:07:42 +0000: Memory Usage (133836K) : gatpoly_filler has 0 polygons
2026-08-20 19:07:42 +0000: Memory Usage (133836K) : gatpoly has 123 polygons
2026-08-20 19:07:42 +0000: Memory Usage (133836K) : gatpoly_pin has 119 polygons
2026-08-20 19:07:42 +0000: Memory Usage (133836K) : gatpoly_nofill has 0 polygons
2026-08-20 19:07:42 +0000: Memory Usage (133836K) : gatpoly_OPC has 0 polygons
2026-08-20 19:07:42 +0000: Memory Usage (133836K) : gatpoly_iOPC has 0 polygons
2026-08-20 19:07:42 +0000: Memory Usage (133836K) : gatpoly_noqrc has 0 polygons
2026-08-20 19:07:42 +0000: Memory Usage (133836K) : cont_drw has 13150 polygons
2026-08-20 19:07:42 +0000: Memory Usage (133836K) : cont_OPC has 0 polygons
2026-08-20 19:07:42 +0000: Memory Usage (133836K) : nsd_drw has 0 polygons
2026-08-20 19:07:42 +0000: Memory Usage (133836K) : nsd_block has 4 polygons
2026-08-20 19:07:42 +0000: Memory Usage (133836K) : metal1_drw has 1515 polygons
2026-08-20 19:07:42 +0000: Memory Usage (133836K) : metal1_filler has 0 polygons
2026-08-20 19:07:42 +0000: Memory Usage (133836K) : metal1_slit has 0 polygons
2026-08-20 19:07:42 +0000: Memory Usage (133964K) : metal1 has 1515 polygons
2026-08-20 19:07:42 +0000: Memory Usage (133964K) : metal1_pin has 746 polygons
2026-08-20 19:07:42 +0000: Memory Usage (133964K) : metal1_mask has 0 polygons
2026-08-20 19:07:42 +0000: Memory Usage (134092K) : metal1_nofill has 0 polygons
2026-08-20 19:07:42 +0000: Memory Usage (134220K) : metal1_text has 3 polygons
2026-08-20 19:07:42 +0000: Memory Usage (134220K) : metal1_OPC has 0 polygons
2026-08-20 19:07:42 +0000: Memory Usage (134348K) : metal1_noqrc has 0 polygons
2026-08-20 19:07:42 +0000: Memory Usage (134348K) : metal1_res has 0 polygons
2026-08-20 19:07:42 +0000: Memory Usage (134348K) : metal1_iprobe has 0 polygons
2026-08-20 19:07:42 +0000: Memory Usage (134476K) : metal1_diffprb has 0 polygons
2026-08-20 19:07:42 +0000: Memory Usage (134476K) : passiv_drw has 2 polygons
2026-08-20 19:07:42 +0000: Memory Usage (134476K) : passiv_pin has 0 polygons
2026-08-20 19:07:42 +0000: Memory Usage (134604K) : passiv_sbump has 0 polygons
2026-08-20 19:07:42 +0000: Memory Usage (134604K) : passiv_pillar has 0 polygons
2026-08-20 19:07:42 +0000: Memory Usage (134604K) : passiv_pdl has 0 polygons
2026-08-20 19:07:42 +0000: Memory Usage (134732K) : metal2_drw has 529 polygons
2026-08-20 19:07:42 +0000: Memory Usage (134732K) : metal2_filler has 0 polygons
2026-08-20 19:07:42 +0000: Memory Usage (134860K) : metal2_slit has 0 polygons
2026-08-20 19:07:42 +0000: Memory Usage (134860K) : metal2 has 529 polygons
2026-08-20 19:07:42 +0000: Memory Usage (134988K) : metal2_pin has 10 polygons
2026-08-20 19:07:42 +0000: Memory Usage (134988K) : metal2_mask has 0 polygons
2026-08-20 19:07:42 +0000: Memory Usage (134988K) : metal2_nofill has 0 polygons
2026-08-20 19:07:42 +0000: Memory Usage (135116K) : metal2_text has 3 polygons
2026-08-20 19:07:42 +0000: Memory Usage (135116K) : metal2_OPC has 0 polygons
2026-08-20 19:07:42 +0000: Memory Usage (135116K) : metal2_noqrc has 0 polygons
2026-08-20 19:07:42 +0000: Memory Usage (135116K) : metal2_res has 0 polygons
2026-08-20 19:07:42 +0000: Memory Usage (135244K) : metal2_iprobe has 0 polygons
2026-08-20 19:07:42 +0000: Memory Usage (135244K) : metal2_diffprb has 0 polygons
2026-08-20 19:07:42 +0000: Memory Usage (135244K) : baspoly_drw has 0 polygons
2026-08-20 19:07:42 +0000: Memory Usage (135244K) : baspoly_pin has 0 polygons
2026-08-20 19:07:42 +0000: Memory Usage (135244K) : psd_drw has 514 polygons
2026-08-20 19:07:42 +0000: Memory Usage (135372K) : nldb_drw has 0 polygons
2026-08-20 19:07:42 +0000: Memory Usage (135372K) : digibnd_drw has 0 polygons
2026-08-20 19:07:42 +0000: Memory Usage (135372K) : via1_drw has 6612 polygons
2026-08-20 19:07:42 +0000: Memory Usage (135372K) : backmetal1_drw has 0 polygons
2026-08-20 19:07:42 +0000: Memory Usage (135500K) : backmetal1_pin has 0 polygons
2026-08-20 19:07:42 +0000: Memory Usage (135500K) : backmetal1_mask has 0 polygons
2026-08-20 19:07:42 +0000: Memory Usage (135500K) : backmetal1_filler has 0 polygons
2026-08-20 19:07:42 +0000: Memory Usage (135628K) : backmetal1_nofill has 0 polygons
2026-08-20 19:07:42 +0000: Memory Usage (135628K) : backmetal1_slit has 0 polygons
2026-08-20 19:07:42 +0000: Memory Usage (135628K) : backmetal1_text has 0 polygons
2026-08-20 19:07:42 +0000: Memory Usage (135628K) : backmetal1_OPC has 0 polygons
2026-08-20 19:07:42 +0000: Memory Usage (135756K) : backmetal1_noqrc has 0 polygons
2026-08-20 19:07:42 +0000: Memory Usage (135756K) : backmetal1_res has 0 polygons
2026-08-20 19:07:42 +0000: Memory Usage (135756K) : backmetal1_iprobe has 0 polygons
2026-08-20 19:07:42 +0000: Memory Usage (135756K) : backmetal1_diffprb has 0 polygons
2026-08-20 19:07:42 +0000: Memory Usage (135884K) : backpassiv_drw has 0 polygons
2026-08-20 19:07:42 +0000: Memory Usage (135884K) : res_drw has 0 polygons
2026-08-20 19:07:42 +0000: Memory Usage (135884K) : sram_drw has 0 polygons
2026-08-20 19:07:42 +0000: Memory Usage (135884K) : trans_drw has 2 polygons
2026-08-20 19:07:42 +0000: Memory Usage (136012K) : ind_drw has 0 polygons
2026-08-20 19:07:42 +0000: Memory Usage (136012K) : ind_pin has 0 polygons
2026-08-20 19:07:42 +0000: Memory Usage (136012K) : ind_text has 0 polygons
2026-08-20 19:07:42 +0000: Memory Usage (136012K) : salblock_drw has 0 polygons
2026-08-20 19:07:42 +0000: Memory Usage (136012K) : via2_drw has 25 polygons
2026-08-20 19:07:42 +0000: Memory Usage (136140K) : metal3_drw has 19 polygons
2026-08-20 19:07:42 +0000: Memory Usage (136140K) : metal3_filler has 0 polygons
2026-08-20 19:07:42 +0000: Memory Usage (136140K) : metal3_slit has 0 polygons
2026-08-20 19:07:42 +0000: Memory Usage (136268K) : metal3 has 19 polygons
2026-08-20 19:07:42 +0000: Memory Usage (136268K) : metal3_pin has 0 polygons
2026-08-20 19:07:42 +0000: Memory Usage (136268K) : metal3_mask has 0 polygons
2026-08-20 19:07:42 +0000: Memory Usage (136396K) : metal3_nofill has 0 polygons
2026-08-20 19:07:42 +0000: Memory Usage (136396K) : metal3_text has 0 polygons
2026-08-20 19:07:42 +0000: Memory Usage (136396K) : metal3_OPC has 0 polygons
2026-08-20 19:07:42 +0000: Memory Usage (136396K) : metal3_noqrc has 0 polygons
2026-08-20 19:07:42 +0000: Memory Usage (136524K) : metal3_res has 0 polygons
2026-08-20 19:07:42 +0000: Memory Usage (136524K) : metal3_iprobe has 0 polygons
2026-08-20 19:07:42 +0000: Memory Usage (136524K) : metal3_diffprb has 0 polygons
2026-08-20 19:07:42 +0000: Memory Usage (136524K) : nwell_drw has 10 polygons
2026-08-20 19:07:42 +0000: Memory Usage (136524K) : nwell_pin has 0 polygons
2026-08-20 19:07:42 +0000: Memory Usage (136524K) : nwell_text has 0 polygons
2026-08-20 19:07:42 +0000: Memory Usage (136524K) : nbulay_drw has 0 polygons
2026-08-20 19:07:42 +0000: Memory Usage (136524K) : nbulay_pin has 0 polygons
2026-08-20 19:07:42 +0000: Memory Usage (136524K) : nbulay_block has 0 polygons
2026-08-20 19:07:42 +0000: Memory Usage (136524K) : emwind_drw has 4 polygons
2026-08-20 19:07:42 +0000: Memory Usage (136524K) : emwind_OPC has 0 polygons
2026-08-20 19:07:42 +0000: Memory Usage (136524K) : deepco_drw has 0 polygons
2026-08-20 19:07:42 +0000: Memory Usage (136524K) : mim_drw has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (136524K) : edgeseal_drw has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (136652K) : substrate_drw has 500 polygons
2026-08-20 19:07:43 +0000: Memory Usage (136652K) : substrate_text has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (136652K) : dfpad_drw has 2 polygons
2026-08-20 19:07:43 +0000: Memory Usage (136652K) : dfpad_pillar has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (136652K) : dfpad_sbump has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (136652K) : thickgateox_drw has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (136780K) : pldb_drw has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (136780K) : pwell_drw has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (136780K) : pwell_pin has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (136780K) : pwell_block has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (136780K) : ic_drw has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (136780K) : via3_drw has 1001 polygons
2026-08-20 19:07:43 +0000: Memory Usage (136908K) : metal4_drw has 19 polygons
2026-08-20 19:07:43 +0000: Memory Usage (136908K) : metal4_filler has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (136908K) : metal4_slit has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (136908K) : metal4 has 19 polygons
2026-08-20 19:07:43 +0000: Memory Usage (136908K) : metal4_pin has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (137036K) : metal4_mask has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (137036K) : metal4_nofill has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (137036K) : metal4_text has 3 polygons
2026-08-20 19:07:43 +0000: Memory Usage (137036K) : metal4_OPC has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (137036K) : metal4_noqrc has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (137036K) : metal4_res has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (137036K) : metal4_iprobe has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (137164K) : metal4_diffprb has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (137164K) : heattrans_drw has 123 polygons
2026-08-20 19:07:43 +0000: Memory Usage (137164K) : heatres_drw has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (137164K) : fbe_drw has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (137164K) : empoly_drw has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (137292K) : digisub_drw has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (137292K) : text_drw has 645 polygons
2026-08-20 19:07:43 +0000: Memory Usage (137292K) : via4_drw has 995 polygons
2026-08-20 19:07:43 +0000: Memory Usage (137292K) : metal5_drw has 18 polygons
2026-08-20 19:07:43 +0000: Memory Usage (137292K) : metal5_filler has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (137292K) : metal5_slit has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (137420K) : metal5 has 18 polygons
2026-08-20 19:07:43 +0000: Memory Usage (137420K) : metal5_pin has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (137420K) : metal5_mask has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (137420K) : metal5_nofill has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (137420K) : metal5_text has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (137420K) : metal5_OPC has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (137420K) : metal5_noqrc has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (137548K) : metal5_res has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (137548K) : metal5_iprobe has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (137548K) : metal5_diffprb has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (137548K) : radhard_drw has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (137548K) : memcap_drw has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (137676K) : varicap_drw has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (137676K) : intbondvia_drw has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (137676K) : intbondmet_drw has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (137676K) : devbondvia_drw has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (137676K) : devbondmet_drw has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (137676K) : devtrench_drw has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (137676K) : redist_drw has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (137804K) : graphbot_drw has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (137804K) : graphtop_drw has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (137804K) : antvia1_drw has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (137804K) : antmetal2_drw has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (137804K) : graphcont_drw has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (137804K) : siwg_drw has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (137932K) : siwg_filler has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (137932K) : siwg_nofill has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (137932K) : sigrating_drw has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (137932K) : singrating_drw has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (137932K) : graphpas_drw has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (138060K) : emwind3_drw has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (138060K) : emwihv3_drw has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (138060K) : redbulay_drw has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (138060K) : smos_drw has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (138060K) : graphpad_drw has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (138060K) : polimide_drw has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (138188K) : polimide_pin has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (138188K) : recog_drw has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (138188K) : recog_pin has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (138188K) : recog_esd has 4 polygons
2026-08-20 19:07:43 +0000: Memory Usage (138188K) : recog_diode has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (138316K) : recog_tsv has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (138316K) : recog_iprobe has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (138316K) : recog_diffprb has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (138316K) : recog_pillar has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (138316K) : recog_sbump has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (138316K) : recog_otp has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (138444K) : recog_pdiode has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (138444K) : recog_mom has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (138444K) : recog_momf has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (138444K) : recog_pcm has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (138444K) : colopen_drw has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (138444K) : graphmetal1_drw has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (138572K) : graphmetal1_filler has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (138572K) : graphmetal1_nofill has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (138572K) : graphmetal1_slit has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (138572K) : graphmetal1_OPC has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (138572K) : graphmet1l_drw has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (138572K) : graphmet1l_filler has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (138700K) : graphmet1l_nofill has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (138700K) : graphmet1l_slit has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (138700K) : graphmet1l_OPC has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (138700K) : extblock_drw has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (138700K) : nldd_drw has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (138828K) : pldd_drw has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (138828K) : next_drw has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (138828K) : pext_drw has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (138828K) : nexthv_drw has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (138828K) : pexthv_drw has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (138956K) : graphgate_drw has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (138956K) : sinwg_drw has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (138956K) : sinwg_filler has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (138956K) : sinwg_nofill has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (139084K) : mempad_drw has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (139084K) : topvia1_drw has 477 polygons
2026-08-20 19:07:43 +0000: Memory Usage (139084K) : topmetal1_drw has 48 polygons
2026-08-20 19:07:43 +0000: Memory Usage (139084K) : topmetal1_filler has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (139084K) : topmetal1_slit has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (139084K) : topmetal1 has 48 polygons
2026-08-20 19:07:43 +0000: Memory Usage (139212K) : topmetal1_pin has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (139212K) : topmetal1_mask has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (139212K) : topmetal1_nofill has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (139212K) : topmetal1_text has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (139212K) : topmetal1_noqrc has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (139212K) : topmetal1_res has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (139340K) : topmetal1_iprobe has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (139340K) : topmetal1_diffprb has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (139340K) : inldpwl_drw has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (139340K) : polyres_drw has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (139340K) : polyres_pin has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (139468K) : vmim_drw has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (139468K) : nbulaycut_drw has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (139468K) : antmetal1_drw has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (139468K) : topvia2_drw has 227 polygons
2026-08-20 19:07:43 +0000: Memory Usage (139596K) : topmetal2_drw has 43 polygons
2026-08-20 19:07:43 +0000: Memory Usage (139596K) : topmetal2_filler has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (139596K) : topmetal2_slit has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (139596K) : topmetal2 has 43 polygons
2026-08-20 19:07:43 +0000: Memory Usage (139724K) : topmetal2_pin has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (139724K) : topmetal2_mask has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (139724K) : topmetal2_nofill has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (139724K) : topmetal2_text has 6 polygons
2026-08-20 19:07:43 +0000: Memory Usage (139852K) : topmetal2_noqrc has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (139852K) : topmetal2_res has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (139852K) : topmetal2_iprobe has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (139980K) : topmetal2_diffprb has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (139980K) : snsring_drw has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (139980K) : sensor_drw has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (139980K) : snsarms_drw has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (140108K) : snscmosvia_drw has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (140108K) : colwind_drw has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (140108K) : flm_drw has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (140236K) : hafniumox_drw has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (140236K) : memvia_drw has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (140236K) : thinfilmres_drw has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (140236K) : rfmem_drw has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (140364K) : norcx_drw has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (140364K) : norcx_m2m3 has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (140364K) : norcx_m2m4 has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (140364K) : norcx_m2m5 has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (140492K) : norcx_m2tm1 has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (140492K) : norcx_m2tm2 has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (140620K) : norcx_m3m4 has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (140620K) : norcx_m3m5 has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (140620K) : norcx_m3tm1 has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (140620K) : norcx_m3tm2 has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (140620K) : norcx_m4m5 has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (140620K) : norcx_m4tm1 has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (140620K) : norcx_m4tm2 has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (140620K) : norcx_m5tm1 has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (140620K) : norcx_m5tm2 has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (140620K) : norcx_tm1tm2 has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (140620K) : norcx_m1sub has 0 polygons
2026-08-20 19:07:43 +0000: Memory Usage (140620K) : norcx_m2sub has 0 polygons
