$ /home/ubuntu/.local/share/ihp-eda/venv/bin/python /home/ubuntu/.local/share/ihp-eda/IHP-Open-PDK/ihp-sg13g2/libs.tech/klayout/tech/lvs/run_lvs.py --layout=/workspace/layout/blocks/out/driver_stage/bisect_extra5/no_feed/driver_dut.gds --netlist=/workspace/layout/blocks/out/driver_stage/bisect_extra5/no_feed/driver_dut.cdl --run_dir=/workspace/layout/blocks/out/driver_stage/bisect_extra5/no_feed/lvs --run_mode=deep --topcell=driver_dut --implicit_nets=sub,sub! --ignore_top_ports_mismatch --disable_tap_extraction
2026-08-20 17:06:50 +0000: Memory Usage (129944K) : Selected DISABLE_TAP_EXTRACTION option: true
2026-08-20 17:06:50 +0000: Memory Usage (129944K) : deep  mode is enabled.
2026-08-20 17:06:50 +0000: Memory Usage (129944K) : Applying implicit connections (case-sensitive, pattern supported) for nets: sub, sub!
2026-08-20 17:06:50 +0000: Memory Usage (131140K) : Netlist file: /workspace/layout/blocks/out/driver_stage/bisect_extra5/no_feed/driver_dut.cdl
2026-08-20 17:06:50 +0000: Memory Usage (131140K) : LVS extracted netlist at: /workspace/layout/blocks/out/driver_stage/bisect_extra5/no_feed/lvs/driver_dut_extracted.cir
2026-08-20 17:06:50 +0000: Memory Usage (131140K) : Applying SRAM integration support.
2026-08-20 17:06:50 +0000: Memory Usage (131140K) : Starting SG13G2 LVS runset
2026-08-20 17:06:50 +0000: Memory Usage (131140K) : Read in polygons from layers.
2026-08-20 17:06:50 +0000: Memory Usage (132328K) : activ_drw has 899 polygons
2026-08-20 17:06:50 +0000: Memory Usage (132328K) : activ_filler has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (132544K) : activ has 899 polygons
2026-08-20 17:06:50 +0000: Memory Usage (133056K) : activ_pin has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (133056K) : activ_mask has 4 polygons
2026-08-20 17:06:50 +0000: Memory Usage (133056K) : activ_nofill has 2 polygons
2026-08-20 17:06:50 +0000: Memory Usage (133056K) : activ_OPC has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (133056K) : activ_iOPC has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (133056K) : activ_noqrc has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (133056K) : biwind_drw has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (133056K) : biwind_OPC has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (133056K) : gatpoly_drw has 140 polygons
2026-08-20 17:06:50 +0000: Memory Usage (133056K) : gatpoly_filler has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (133056K) : gatpoly has 140 polygons
2026-08-20 17:06:50 +0000: Memory Usage (133056K) : gatpoly_pin has 119 polygons
2026-08-20 17:06:50 +0000: Memory Usage (133056K) : gatpoly_nofill has 2 polygons
2026-08-20 17:06:50 +0000: Memory Usage (133056K) : gatpoly_OPC has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (133056K) : gatpoly_iOPC has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (133056K) : gatpoly_noqrc has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (133056K) : cont_drw has 14577 polygons
2026-08-20 17:06:50 +0000: Memory Usage (133056K) : cont_OPC has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (133056K) : nsd_drw has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (133184K) : nsd_block has 4 polygons
2026-08-20 17:06:50 +0000: Memory Usage (133184K) : metal1_drw has 1566 polygons
2026-08-20 17:06:50 +0000: Memory Usage (133312K) : metal1_filler has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (133312K) : metal1_slit has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (133440K) : metal1 has 1566 polygons
2026-08-20 17:06:50 +0000: Memory Usage (133440K) : metal1_pin has 750 polygons
2026-08-20 17:06:50 +0000: Memory Usage (133568K) : metal1_mask has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (133568K) : metal1_nofill has 2 polygons
2026-08-20 17:06:50 +0000: Memory Usage (133952K) : metal1_text has 5 polygons
2026-08-20 17:06:50 +0000: Memory Usage (133952K) : metal1_OPC has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (134080K) : metal1_noqrc has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (134080K) : metal1_res has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (134080K) : metal1_iprobe has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (134208K) : metal1_diffprb has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (134208K) : passiv_drw has 2 polygons
2026-08-20 17:06:50 +0000: Memory Usage (134336K) : passiv_pin has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (134336K) : passiv_sbump has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (134336K) : passiv_pillar has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (134464K) : passiv_pdl has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (134464K) : metal2_drw has 587 polygons
2026-08-20 17:06:50 +0000: Memory Usage (134464K) : metal2_filler has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (134464K) : metal2_slit has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (134592K) : metal2 has 587 polygons
2026-08-20 17:06:50 +0000: Memory Usage (134592K) : metal2_pin has 10 polygons
2026-08-20 17:06:50 +0000: Memory Usage (134592K) : metal2_mask has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (134592K) : metal2_nofill has 2 polygons
2026-08-20 17:06:50 +0000: Memory Usage (134592K) : metal2_text has 3 polygons
2026-08-20 17:06:50 +0000: Memory Usage (134720K) : metal2_OPC has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (134720K) : metal2_noqrc has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (134720K) : metal2_res has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (134720K) : metal2_iprobe has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (134848K) : metal2_diffprb has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (134848K) : baspoly_drw has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (134848K) : baspoly_pin has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (134976K) : psd_drw has 515 polygons
2026-08-20 17:06:50 +0000: Memory Usage (134976K) : nldb_drw has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (134976K) : digibnd_drw has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (134976K) : via1_drw has 7666 polygons
2026-08-20 17:06:50 +0000: Memory Usage (135104K) : backmetal1_drw has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (135104K) : backmetal1_pin has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (135104K) : backmetal1_mask has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (135104K) : backmetal1_filler has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (135232K) : backmetal1_nofill has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (135232K) : backmetal1_slit has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (135232K) : backmetal1_text has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (135232K) : backmetal1_OPC has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (135360K) : backmetal1_noqrc has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (135360K) : backmetal1_res has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (135360K) : backmetal1_iprobe has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (135360K) : backmetal1_diffprb has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (135488K) : backpassiv_drw has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (135488K) : res_drw has 2 polygons
2026-08-20 17:06:50 +0000: Memory Usage (135488K) : sram_drw has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (135616K) : trans_drw has 2 polygons
2026-08-20 17:06:50 +0000: Memory Usage (135616K) : ind_drw has 2 polygons
2026-08-20 17:06:50 +0000: Memory Usage (135616K) : ind_pin has 4 polygons
2026-08-20 17:06:50 +0000: Memory Usage (135616K) : ind_text has 4 polygons
2026-08-20 17:06:50 +0000: Memory Usage (135744K) : salblock_drw has 12 polygons
2026-08-20 17:06:50 +0000: Memory Usage (135744K) : via2_drw has 841 polygons
2026-08-20 17:06:50 +0000: Memory Usage (135744K) : metal3_drw has 80 polygons
2026-08-20 17:06:50 +0000: Memory Usage (135872K) : metal3_filler has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (135872K) : metal3_slit has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (135872K) : metal3 has 80 polygons
2026-08-20 17:06:50 +0000: Memory Usage (135872K) : metal3_pin has 2 polygons
2026-08-20 17:06:50 +0000: Memory Usage (135872K) : metal3_mask has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (135872K) : metal3_nofill has 2 polygons
2026-08-20 17:06:50 +0000: Memory Usage (135872K) : metal3_text has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (135872K) : metal3_OPC has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (135872K) : metal3_noqrc has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (135872K) : metal3_res has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (135872K) : metal3_iprobe has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (135872K) : metal3_diffprb has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (135872K) : nwell_drw has 14 polygons
2026-08-20 17:06:50 +0000: Memory Usage (135872K) : nwell_pin has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (135872K) : nwell_text has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (136000K) : nbulay_drw has 1 polygons
2026-08-20 17:06:50 +0000: Memory Usage (136000K) : nbulay_pin has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (136000K) : nbulay_block has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (136000K) : emwind_drw has 4 polygons
2026-08-20 17:06:50 +0000: Memory Usage (136000K) : emwind_OPC has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (136000K) : deepco_drw has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (136128K) : mim_drw has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (136128K) : edgeseal_drw has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (136128K) : substrate_drw has 500 polygons
2026-08-20 17:06:50 +0000: Memory Usage (136128K) : substrate_text has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (136128K) : dfpad_drw has 2 polygons
2026-08-20 17:06:50 +0000: Memory Usage (136256K) : dfpad_pillar has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (136256K) : dfpad_sbump has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (136256K) : thickgateox_drw has 1 polygons
2026-08-20 17:06:50 +0000: Memory Usage (136256K) : pldb_drw has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (136256K) : pwell_drw has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (136256K) : pwell_pin has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (136384K) : pwell_block has 2 polygons
2026-08-20 17:06:50 +0000: Memory Usage (136384K) : ic_drw has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (136384K) : via3_drw has 1023 polygons
2026-08-20 17:06:50 +0000: Memory Usage (136384K) : metal4_drw has 32 polygons
2026-08-20 17:06:50 +0000: Memory Usage (136384K) : metal4_filler has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (136384K) : metal4_slit has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (136512K) : metal4 has 32 polygons
2026-08-20 17:06:50 +0000: Memory Usage (136512K) : metal4_pin has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (136512K) : metal4_mask has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (136512K) : metal4_nofill has 2 polygons
2026-08-20 17:06:50 +0000: Memory Usage (136512K) : metal4_text has 3 polygons
2026-08-20 17:06:50 +0000: Memory Usage (136512K) : metal4_OPC has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (136640K) : metal4_noqrc has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (136640K) : metal4_res has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (136640K) : metal4_iprobe has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (136640K) : metal4_diffprb has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (136640K) : heattrans_drw has 123 polygons
2026-08-20 17:06:50 +0000: Memory Usage (136640K) : heatres_drw has 2 polygons
2026-08-20 17:06:50 +0000: Memory Usage (136768K) : fbe_drw has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (136768K) : empoly_drw has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (136768K) : digisub_drw has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (136768K) : text_drw has 655 polygons
2026-08-20 17:06:50 +0000: Memory Usage (136768K) : via4_drw has 1017 polygons
2026-08-20 17:06:50 +0000: Memory Usage (136768K) : metal5_drw has 42 polygons
2026-08-20 17:06:50 +0000: Memory Usage (136896K) : metal5_filler has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (136896K) : metal5_slit has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (136896K) : metal5 has 42 polygons
2026-08-20 17:06:50 +0000: Memory Usage (136896K) : metal5_pin has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (136896K) : metal5_mask has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (136896K) : metal5_nofill has 2 polygons
2026-08-20 17:06:50 +0000: Memory Usage (137024K) : metal5_text has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (137024K) : metal5_OPC has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (137024K) : metal5_noqrc has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (137024K) : metal5_res has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (137024K) : metal5_iprobe has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (137024K) : metal5_diffprb has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (137152K) : radhard_drw has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (137152K) : memcap_drw has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (137152K) : varicap_drw has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (137152K) : intbondvia_drw has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (137280K) : intbondmet_drw has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (137280K) : devbondvia_drw has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (137280K) : devbondmet_drw has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (137280K) : devtrench_drw has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (137280K) : redist_drw has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (137408K) : graphbot_drw has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (137408K) : graphtop_drw has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (137408K) : antvia1_drw has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (137408K) : antmetal2_drw has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (137408K) : graphcont_drw has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (137536K) : siwg_drw has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (137536K) : siwg_filler has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (137536K) : siwg_nofill has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (137536K) : sigrating_drw has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (137536K) : singrating_drw has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (137536K) : graphpas_drw has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (137664K) : emwind3_drw has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (137664K) : emwihv3_drw has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (137664K) : redbulay_drw has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (137664K) : smos_drw has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (137664K) : graphpad_drw has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (137792K) : polimide_drw has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (137792K) : polimide_pin has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (137792K) : recog_drw has 1 polygons
2026-08-20 17:06:50 +0000: Memory Usage (137792K) : recog_pin has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (137920K) : recog_esd has 5 polygons
2026-08-20 17:06:50 +0000: Memory Usage (137920K) : recog_diode has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (137920K) : recog_tsv has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (137920K) : recog_iprobe has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (137920K) : recog_diffprb has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (138048K) : recog_pillar has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (138048K) : recog_sbump has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (138048K) : recog_otp has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (138048K) : recog_pdiode has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (138176K) : recog_mom has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (138176K) : recog_momf has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (138176K) : recog_pcm has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (138176K) : colopen_drw has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (138304K) : graphmetal1_drw has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (138304K) : graphmetal1_filler has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (138304K) : graphmetal1_nofill has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (138304K) : graphmetal1_slit has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (138432K) : graphmetal1_OPC has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (138432K) : graphmet1l_drw has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (138432K) : graphmet1l_filler has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (138560K) : graphmet1l_nofill has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (138560K) : graphmet1l_slit has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (138560K) : graphmet1l_OPC has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (138560K) : extblock_drw has 6 polygons
2026-08-20 17:06:50 +0000: Memory Usage (138688K) : nldd_drw has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (138688K) : pldd_drw has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (138688K) : next_drw has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (138688K) : pext_drw has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (138688K) : nexthv_drw has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (138688K) : pexthv_drw has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (138816K) : graphgate_drw has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (138816K) : sinwg_drw has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (138816K) : sinwg_filler has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (138816K) : sinwg_nofill has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (138816K) : mempad_drw has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (138944K) : topvia1_drw has 486 polygons
2026-08-20 17:06:50 +0000: Memory Usage (138944K) : topmetal1_drw has 73 polygons
2026-08-20 17:06:50 +0000: Memory Usage (138944K) : topmetal1_filler has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (138944K) : topmetal1_slit has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (138944K) : topmetal1 has 73 polygons
2026-08-20 17:06:50 +0000: Memory Usage (138944K) : topmetal1_pin has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (139072K) : topmetal1_mask has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (139072K) : topmetal1_nofill has 2 polygons
2026-08-20 17:06:50 +0000: Memory Usage (139072K) : topmetal1_text has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (139072K) : topmetal1_noqrc has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (139200K) : topmetal1_res has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (139200K) : topmetal1_iprobe has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (139200K) : topmetal1_diffprb has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (139200K) : inldpwl_drw has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (139328K) : polyres_drw has 2 polygons
2026-08-20 17:06:50 +0000: Memory Usage (139328K) : polyres_pin has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (139328K) : vmim_drw has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (139328K) : nbulaycut_drw has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (139328K) : antmetal1_drw has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (139456K) : topvia2_drw has 232 polygons
2026-08-20 17:06:50 +0000: Memory Usage (139584K) : topmetal2_drw has 64 polygons
2026-08-20 17:06:50 +0000: Memory Usage (139712K) : topmetal2_filler has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (139712K) : topmetal2_slit has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (139712K) : topmetal2 has 64 polygons
2026-08-20 17:06:50 +0000: Memory Usage (139840K) : topmetal2_pin has 4 polygons
2026-08-20 17:06:50 +0000: Memory Usage (139840K) : topmetal2_mask has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (139840K) : topmetal2_nofill has 2 polygons
2026-08-20 17:06:50 +0000: Memory Usage (139840K) : topmetal2_text has 8 polygons
2026-08-20 17:06:50 +0000: Memory Usage (139968K) : topmetal2_noqrc has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (139968K) : topmetal2_res has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (139968K) : topmetal2_iprobe has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (140096K) : topmetal2_diffprb has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (140096K) : snsring_drw has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (140096K) : sensor_drw has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (140096K) : snsarms_drw has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (140224K) : snscmosvia_drw has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (140224K) : colwind_drw has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (140352K) : flm_drw has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (140352K) : hafniumox_drw has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (140352K) : memvia_drw has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (140480K) : thinfilmres_drw has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (140480K) : rfmem_drw has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (140480K) : norcx_drw has 2 polygons
2026-08-20 17:06:50 +0000: Memory Usage (140480K) : norcx_m2m3 has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (140480K) : norcx_m2m4 has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (140480K) : norcx_m2m5 has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (140480K) : norcx_m2tm1 has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (140480K) : norcx_m2tm2 has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (140480K) : norcx_m3m4 has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (140480K) : norcx_m3m5 has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (140480K) : norcx_m3tm1 has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (140480K) : norcx_m3tm2 has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (140480K) : norcx_m4m5 has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (140480K) : norcx_m4tm1 has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (140480K) : norcx_m4tm2 has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (140480K) : norcx_m5tm1 has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (140480K) : norcx_m5tm2 has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (140480K) : norcx_tm1tm2 has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (140480K) : norcx_m1sub has 0 polygons
2026-08-20 17:06:50 +0000: Memory Usage (140480K) : norcx_m2sub has 0 polygons
