$ /home/ubuntu/.local/share/ihp-eda/venv/bin/python /home/ubuntu/.local/share/ihp-eda/IHP-Open-PDK/ihp-sg13g2/libs.tech/klayout/tech/lvs/run_lvs.py --layout=/workspace/layout/blocks/out/driver_stage/bisect_extra11/no_ties/driver_dut.gds --netlist=/workspace/layout/blocks/out/driver_stage/bisect_extra11/no_ties/x.cdl --run_dir=/workspace/layout/blocks/out/driver_stage/bisect_extra11/no_ties/lvs --run_mode=deep --topcell=driver_dut --implicit_nets=sub,sub! --ignore_top_ports_mismatch --disable_tap_extraction
2026-08-20 17:11:39 +0000: Memory Usage (130220K) : Selected DISABLE_TAP_EXTRACTION option: true
2026-08-20 17:11:39 +0000: Memory Usage (130220K) : deep  mode is enabled.
2026-08-20 17:11:39 +0000: Memory Usage (130220K) : Applying implicit connections (case-sensitive, pattern supported) for nets: sub, sub!
2026-08-20 17:11:39 +0000: Memory Usage (131304K) : Netlist file: /workspace/layout/blocks/out/driver_stage/bisect_extra11/no_ties/x.cdl
2026-08-20 17:11:39 +0000: Memory Usage (131304K) : LVS extracted netlist at: /workspace/layout/blocks/out/driver_stage/bisect_extra11/no_ties/lvs/driver_dut_extracted.cir
2026-08-20 17:11:39 +0000: Memory Usage (131304K) : Applying SRAM integration support.
2026-08-20 17:11:39 +0000: Memory Usage (131304K) : Starting SG13G2 LVS runset
2026-08-20 17:11:39 +0000: Memory Usage (131304K) : Read in polygons from layers.
2026-08-20 17:11:39 +0000: Memory Usage (132528K) : activ_drw has 899 polygons
2026-08-20 17:11:39 +0000: Memory Usage (132528K) : activ_filler has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (132528K) : activ has 899 polygons
2026-08-20 17:11:39 +0000: Memory Usage (132528K) : activ_pin has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (132584K) : activ_mask has 4 polygons
2026-08-20 17:11:39 +0000: Memory Usage (133096K) : activ_nofill has 2 polygons
2026-08-20 17:11:39 +0000: Memory Usage (133096K) : activ_OPC has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (133096K) : activ_iOPC has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (133096K) : activ_noqrc has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (133096K) : biwind_drw has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (133096K) : biwind_OPC has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (133096K) : gatpoly_drw has 140 polygons
2026-08-20 17:11:39 +0000: Memory Usage (133096K) : gatpoly_filler has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (133096K) : gatpoly has 140 polygons
2026-08-20 17:11:39 +0000: Memory Usage (133096K) : gatpoly_pin has 119 polygons
2026-08-20 17:11:39 +0000: Memory Usage (133096K) : gatpoly_nofill has 2 polygons
2026-08-20 17:11:39 +0000: Memory Usage (133096K) : gatpoly_OPC has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (133096K) : gatpoly_iOPC has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (133096K) : gatpoly_noqrc has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (133224K) : cont_drw has 14577 polygons
2026-08-20 17:11:39 +0000: Memory Usage (133224K) : cont_OPC has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (133224K) : nsd_drw has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (133224K) : nsd_block has 4 polygons
2026-08-20 17:11:39 +0000: Memory Usage (133224K) : metal1_drw has 1550 polygons
2026-08-20 17:11:39 +0000: Memory Usage (133352K) : metal1_filler has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (133352K) : metal1_slit has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (133480K) : metal1 has 1550 polygons
2026-08-20 17:11:39 +0000: Memory Usage (133480K) : metal1_pin has 750 polygons
2026-08-20 17:11:39 +0000: Memory Usage (133608K) : metal1_mask has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (133608K) : metal1_nofill has 2 polygons
2026-08-20 17:11:39 +0000: Memory Usage (133736K) : metal1_text has 5 polygons
2026-08-20 17:11:39 +0000: Memory Usage (133864K) : metal1_OPC has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (133864K) : metal1_noqrc has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (133864K) : metal1_res has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (133992K) : metal1_iprobe has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (133992K) : metal1_diffprb has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (133992K) : passiv_drw has 2 polygons
2026-08-20 17:11:39 +0000: Memory Usage (133992K) : passiv_pin has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (133992K) : passiv_sbump has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (134120K) : passiv_pillar has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (134120K) : passiv_pdl has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (134120K) : metal2_drw has 541 polygons
2026-08-20 17:11:39 +0000: Memory Usage (134248K) : metal2_filler has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (134248K) : metal2_slit has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (134248K) : metal2 has 541 polygons
2026-08-20 17:11:39 +0000: Memory Usage (134248K) : metal2_pin has 10 polygons
2026-08-20 17:11:39 +0000: Memory Usage (134376K) : metal2_mask has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (134376K) : metal2_nofill has 2 polygons
2026-08-20 17:11:39 +0000: Memory Usage (134376K) : metal2_text has 3 polygons
2026-08-20 17:11:39 +0000: Memory Usage (134376K) : metal2_OPC has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (134504K) : metal2_noqrc has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (134504K) : metal2_res has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (134504K) : metal2_iprobe has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (134504K) : metal2_diffprb has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (134632K) : baspoly_drw has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (134632K) : baspoly_pin has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (134632K) : psd_drw has 515 polygons
2026-08-20 17:11:39 +0000: Memory Usage (134632K) : nldb_drw has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (134760K) : digibnd_drw has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (134760K) : via1_drw has 7634 polygons
2026-08-20 17:11:39 +0000: Memory Usage (134760K) : backmetal1_drw has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (134888K) : backmetal1_pin has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (134888K) : backmetal1_mask has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (134888K) : backmetal1_filler has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (134888K) : backmetal1_nofill has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (135016K) : backmetal1_slit has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (135016K) : backmetal1_text has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (135016K) : backmetal1_OPC has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (135016K) : backmetal1_noqrc has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (135144K) : backmetal1_res has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (135144K) : backmetal1_iprobe has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (135144K) : backmetal1_diffprb has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (135272K) : backpassiv_drw has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (135272K) : res_drw has 2 polygons
2026-08-20 17:11:39 +0000: Memory Usage (135272K) : sram_drw has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (135272K) : trans_drw has 2 polygons
2026-08-20 17:11:39 +0000: Memory Usage (135400K) : ind_drw has 2 polygons
2026-08-20 17:11:39 +0000: Memory Usage (135400K) : ind_pin has 4 polygons
2026-08-20 17:11:39 +0000: Memory Usage (135400K) : ind_text has 4 polygons
2026-08-20 17:11:39 +0000: Memory Usage (135400K) : salblock_drw has 12 polygons
2026-08-20 17:11:39 +0000: Memory Usage (135400K) : via2_drw has 804 polygons
2026-08-20 17:11:39 +0000: Memory Usage (135400K) : metal3_drw has 44 polygons
2026-08-20 17:11:39 +0000: Memory Usage (135400K) : metal3_filler has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (135528K) : metal3_slit has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (135528K) : metal3 has 44 polygons
2026-08-20 17:11:39 +0000: Memory Usage (135528K) : metal3_pin has 2 polygons
2026-08-20 17:11:39 +0000: Memory Usage (135528K) : metal3_mask has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (135528K) : metal3_nofill has 2 polygons
2026-08-20 17:11:39 +0000: Memory Usage (135656K) : metal3_text has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (135656K) : metal3_OPC has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (135656K) : metal3_noqrc has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (135656K) : metal3_res has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (135656K) : metal3_iprobe has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (135656K) : metal3_diffprb has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (135784K) : nwell_drw has 14 polygons
2026-08-20 17:11:39 +0000: Memory Usage (135784K) : nwell_pin has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (135784K) : nwell_text has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (135784K) : nbulay_drw has 1 polygons
2026-08-20 17:11:39 +0000: Memory Usage (135784K) : nbulay_pin has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (135784K) : nbulay_block has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (135912K) : emwind_drw has 4 polygons
2026-08-20 17:11:39 +0000: Memory Usage (135912K) : emwind_OPC has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (135912K) : deepco_drw has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (135912K) : mim_drw has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (135912K) : edgeseal_drw has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (135912K) : substrate_drw has 500 polygons
2026-08-20 17:11:39 +0000: Memory Usage (136040K) : substrate_text has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (136040K) : dfpad_drw has 2 polygons
2026-08-20 17:11:39 +0000: Memory Usage (136040K) : dfpad_pillar has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (136040K) : dfpad_sbump has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (136040K) : thickgateox_drw has 1 polygons
2026-08-20 17:11:39 +0000: Memory Usage (136040K) : pldb_drw has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (136168K) : pwell_drw has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (136168K) : pwell_pin has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (136168K) : pwell_block has 2 polygons
2026-08-20 17:11:39 +0000: Memory Usage (136168K) : ic_drw has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (136296K) : via3_drw has 1017 polygons
2026-08-20 17:11:39 +0000: Memory Usage (136296K) : metal4_drw has 23 polygons
2026-08-20 17:11:39 +0000: Memory Usage (136296K) : metal4_filler has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (136296K) : metal4_slit has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (136296K) : metal4 has 23 polygons
2026-08-20 17:11:39 +0000: Memory Usage (136424K) : metal4_pin has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (136424K) : metal4_mask has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (136424K) : metal4_nofill has 2 polygons
2026-08-20 17:11:39 +0000: Memory Usage (136424K) : metal4_text has 3 polygons
2026-08-20 17:11:39 +0000: Memory Usage (136424K) : metal4_OPC has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (136424K) : metal4_noqrc has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (136424K) : metal4_res has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (136552K) : metal4_iprobe has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (136552K) : metal4_diffprb has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (136552K) : heattrans_drw has 123 polygons
2026-08-20 17:11:39 +0000: Memory Usage (136552K) : heatres_drw has 2 polygons
2026-08-20 17:11:39 +0000: Memory Usage (136552K) : fbe_drw has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (136680K) : empoly_drw has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (136680K) : digisub_drw has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (136680K) : text_drw has 655 polygons
2026-08-20 17:11:39 +0000: Memory Usage (136680K) : via4_drw has 1011 polygons
2026-08-20 17:11:39 +0000: Memory Usage (136680K) : metal5_drw has 35 polygons
2026-08-20 17:11:39 +0000: Memory Usage (136680K) : metal5_filler has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (136808K) : metal5_slit has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (136808K) : metal5 has 35 polygons
2026-08-20 17:11:39 +0000: Memory Usage (136808K) : metal5_pin has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (136808K) : metal5_mask has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (136808K) : metal5_nofill has 2 polygons
2026-08-20 17:11:39 +0000: Memory Usage (136808K) : metal5_text has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (136936K) : metal5_OPC has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (136936K) : metal5_noqrc has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (136936K) : metal5_res has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (136936K) : metal5_iprobe has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (136936K) : metal5_diffprb has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (136936K) : radhard_drw has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (137064K) : memcap_drw has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (137064K) : varicap_drw has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (137064K) : intbondvia_drw has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (137064K) : intbondmet_drw has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (137064K) : devbondvia_drw has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (137192K) : devbondmet_drw has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (137192K) : devtrench_drw has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (137192K) : redist_drw has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (137192K) : graphbot_drw has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (137192K) : graphtop_drw has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (137320K) : antvia1_drw has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (137320K) : antmetal2_drw has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (137320K) : graphcont_drw has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (137320K) : siwg_drw has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (137320K) : siwg_filler has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (137448K) : siwg_nofill has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (137448K) : sigrating_drw has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (137448K) : singrating_drw has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (137448K) : graphpas_drw has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (137448K) : emwind3_drw has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (137576K) : emwihv3_drw has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (137576K) : redbulay_drw has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (137576K) : smos_drw has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (137576K) : graphpad_drw has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (137576K) : polimide_drw has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (137576K) : polimide_pin has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (137704K) : recog_drw has 1 polygons
2026-08-20 17:11:39 +0000: Memory Usage (137704K) : recog_pin has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (137704K) : recog_esd has 5 polygons
2026-08-20 17:11:39 +0000: Memory Usage (137704K) : recog_diode has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (137704K) : recog_tsv has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (137704K) : recog_iprobe has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (137832K) : recog_diffprb has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (137832K) : recog_pillar has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (137832K) : recog_sbump has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (137832K) : recog_otp has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (137960K) : recog_pdiode has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (137960K) : recog_mom has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (137960K) : recog_momf has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (137960K) : recog_pcm has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (138088K) : colopen_drw has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (138088K) : graphmetal1_drw has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (138088K) : graphmetal1_filler has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (138088K) : graphmetal1_nofill has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (138216K) : graphmetal1_slit has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (138216K) : graphmetal1_OPC has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (138216K) : graphmet1l_drw has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (138216K) : graphmet1l_filler has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (138344K) : graphmet1l_nofill has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (138344K) : graphmet1l_slit has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (138344K) : graphmet1l_OPC has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (138344K) : extblock_drw has 6 polygons
2026-08-20 17:11:39 +0000: Memory Usage (138472K) : nldd_drw has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (138472K) : pldd_drw has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (138472K) : next_drw has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (138472K) : pext_drw has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (138600K) : nexthv_drw has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (138600K) : pexthv_drw has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (138600K) : graphgate_drw has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (138600K) : sinwg_drw has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (138728K) : sinwg_filler has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (138728K) : sinwg_nofill has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (138728K) : mempad_drw has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (138728K) : topvia1_drw has 477 polygons
2026-08-20 17:11:39 +0000: Memory Usage (138856K) : topmetal1_drw has 48 polygons
2026-08-20 17:11:39 +0000: Memory Usage (138856K) : topmetal1_filler has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (138856K) : topmetal1_slit has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (138984K) : topmetal1 has 48 polygons
2026-08-20 17:11:39 +0000: Memory Usage (138984K) : topmetal1_pin has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (138984K) : topmetal1_mask has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (138984K) : topmetal1_nofill has 2 polygons
2026-08-20 17:11:39 +0000: Memory Usage (139112K) : topmetal1_text has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (139112K) : topmetal1_noqrc has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (139112K) : topmetal1_res has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (139112K) : topmetal1_iprobe has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (139240K) : topmetal1_diffprb has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (139240K) : inldpwl_drw has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (139368K) : polyres_drw has 2 polygons
2026-08-20 17:11:39 +0000: Memory Usage (139368K) : polyres_pin has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (139368K) : vmim_drw has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (139368K) : nbulaycut_drw has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (139496K) : antmetal1_drw has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (139496K) : topvia2_drw has 231 polygons
2026-08-20 17:11:39 +0000: Memory Usage (139624K) : topmetal2_drw has 63 polygons
2026-08-20 17:11:39 +0000: Memory Usage (139752K) : topmetal2_filler has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (139752K) : topmetal2_slit has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (139752K) : topmetal2 has 63 polygons
2026-08-20 17:11:39 +0000: Memory Usage (139880K) : topmetal2_pin has 4 polygons
2026-08-20 17:11:39 +0000: Memory Usage (139880K) : topmetal2_mask has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (139880K) : topmetal2_nofill has 2 polygons
2026-08-20 17:11:39 +0000: Memory Usage (139880K) : topmetal2_text has 8 polygons
2026-08-20 17:11:39 +0000: Memory Usage (140008K) : topmetal2_noqrc has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (140136K) : topmetal2_res has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (140136K) : topmetal2_iprobe has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (140136K) : topmetal2_diffprb has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (140136K) : snsring_drw has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (140264K) : sensor_drw has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (140264K) : snsarms_drw has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (140264K) : snscmosvia_drw has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (140264K) : colwind_drw has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (140264K) : flm_drw has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (140264K) : hafniumox_drw has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (140264K) : memvia_drw has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (140264K) : thinfilmres_drw has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (140264K) : rfmem_drw has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (140264K) : norcx_drw has 2 polygons
2026-08-20 17:11:39 +0000: Memory Usage (140264K) : norcx_m2m3 has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (140264K) : norcx_m2m4 has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (140264K) : norcx_m2m5 has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (140264K) : norcx_m2tm1 has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (140264K) : norcx_m2tm2 has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (140264K) : norcx_m3m4 has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (140264K) : norcx_m3m5 has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (140264K) : norcx_m3tm1 has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (140264K) : norcx_m3tm2 has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (140264K) : norcx_m4m5 has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (140264K) : norcx_m4tm1 has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (140264K) : norcx_m4tm2 has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (140264K) : norcx_m5tm1 has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (140264K) : norcx_m5tm2 has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (140264K) : norcx_tm1tm2 has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (140264K) : norcx_m1sub has 0 polygons
2026-08-20 17:11:39 +0000: Memory Usage (140264K) : norcx_m2sub has 0 polygons
