$ /home/ubuntu/.local/share/ihp-eda/venv/bin/python /home/ubuntu/.local/share/ihp-eda/IHP-Open-PDK/ihp-sg13g2/libs.tech/klayout/tech/lvs/run_lvs.py --layout=/workspace/layout/blocks/out/driver_stage/probe7/pads_no_esd/driver_dut.gds --netlist=/workspace/layout/blocks/out/driver_stage/probe7/pads_no_esd/t.cdl --run_dir=/workspace/layout/blocks/out/driver_stage/probe7/pads_no_esd/lvs --run_mode=deep --topcell=driver_dut --implicit_nets=sub,sub! --ignore_top_ports_mismatch --disable_tap_extraction
2026-08-20 16:47:56 +0000: Memory Usage (130368K) : Selected DISABLE_TAP_EXTRACTION option: true
2026-08-20 16:47:56 +0000: Memory Usage (130368K) : deep  mode is enabled.
2026-08-20 16:47:56 +0000: Memory Usage (130368K) : Applying implicit connections (case-sensitive, pattern supported) for nets: sub, sub!
2026-08-20 16:47:56 +0000: Memory Usage (131620K) : Netlist file: /workspace/layout/blocks/out/driver_stage/probe7/pads_no_esd/t.cdl
2026-08-20 16:47:56 +0000: Memory Usage (131620K) : LVS extracted netlist at: /workspace/layout/blocks/out/driver_stage/probe7/pads_no_esd/lvs/driver_dut_extracted.cir
2026-08-20 16:47:56 +0000: Memory Usage (131620K) : Applying SRAM integration support.
2026-08-20 16:47:56 +0000: Memory Usage (131620K) : Starting SG13G2 LVS runset
2026-08-20 16:47:56 +0000: Memory Usage (131620K) : Read in polygons from layers.
2026-08-20 16:47:56 +0000: Memory Usage (132808K) : activ_drw has 875 polygons
2026-08-20 16:47:56 +0000: Memory Usage (132808K) : activ_filler has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (132936K) : activ has 875 polygons
2026-08-20 16:47:56 +0000: Memory Usage (132936K) : activ_pin has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (132936K) : activ_mask has 4 polygons
2026-08-20 16:47:56 +0000: Memory Usage (132936K) : activ_nofill has 2 polygons
2026-08-20 16:47:56 +0000: Memory Usage (132936K) : activ_OPC has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (132936K) : activ_iOPC has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (132936K) : activ_noqrc has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (132992K) : biwind_drw has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (133504K) : biwind_OPC has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (133504K) : gatpoly_drw has 140 polygons
2026-08-20 16:47:56 +0000: Memory Usage (133504K) : gatpoly_filler has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (133504K) : gatpoly has 140 polygons
2026-08-20 16:47:56 +0000: Memory Usage (133504K) : gatpoly_pin has 119 polygons
2026-08-20 16:47:56 +0000: Memory Usage (133504K) : gatpoly_nofill has 2 polygons
2026-08-20 16:47:56 +0000: Memory Usage (133504K) : gatpoly_OPC has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (133504K) : gatpoly_iOPC has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (133504K) : gatpoly_noqrc has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (133632K) : cont_drw has 10261 polygons
2026-08-20 16:47:56 +0000: Memory Usage (133632K) : cont_OPC has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (133632K) : nsd_drw has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (133632K) : nsd_block has 4 polygons
2026-08-20 16:47:56 +0000: Memory Usage (133632K) : metal1_drw has 1526 polygons
2026-08-20 16:47:56 +0000: Memory Usage (133632K) : metal1_filler has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (133632K) : metal1_slit has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (133632K) : metal1 has 1526 polygons
2026-08-20 16:47:56 +0000: Memory Usage (133632K) : metal1_pin has 746 polygons
2026-08-20 16:47:56 +0000: Memory Usage (133632K) : metal1_mask has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (133632K) : metal1_nofill has 2 polygons
2026-08-20 16:47:56 +0000: Memory Usage (133760K) : metal1_text has 5 polygons
2026-08-20 16:47:56 +0000: Memory Usage (133888K) : metal1_OPC has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (133888K) : metal1_noqrc has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (133888K) : metal1_res has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (134016K) : metal1_iprobe has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (134016K) : metal1_diffprb has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (134016K) : passiv_drw has 2 polygons
2026-08-20 16:47:56 +0000: Memory Usage (134144K) : passiv_pin has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (134144K) : passiv_sbump has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (134144K) : passiv_pillar has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (134272K) : passiv_pdl has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (134272K) : metal2_drw has 532 polygons
2026-08-20 16:47:56 +0000: Memory Usage (134272K) : metal2_filler has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (134400K) : metal2_slit has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (134400K) : metal2 has 532 polygons
2026-08-20 16:47:56 +0000: Memory Usage (134400K) : metal2_pin has 2 polygons
2026-08-20 16:47:56 +0000: Memory Usage (134400K) : metal2_mask has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (134528K) : metal2_nofill has 2 polygons
2026-08-20 16:47:56 +0000: Memory Usage (134528K) : metal2_text has 3 polygons
2026-08-20 16:47:56 +0000: Memory Usage (134528K) : metal2_OPC has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (134528K) : metal2_noqrc has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (134656K) : metal2_res has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (134656K) : metal2_iprobe has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (134656K) : metal2_diffprb has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (134656K) : baspoly_drw has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (134784K) : baspoly_pin has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (134784K) : psd_drw has 503 polygons
2026-08-20 16:47:56 +0000: Memory Usage (134784K) : nldb_drw has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (134784K) : digibnd_drw has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (134912K) : via1_drw has 6770 polygons
2026-08-20 16:47:56 +0000: Memory Usage (134912K) : backmetal1_drw has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (134912K) : backmetal1_pin has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (135040K) : backmetal1_mask has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (135040K) : backmetal1_filler has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (135040K) : backmetal1_nofill has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (135040K) : backmetal1_slit has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (135040K) : backmetal1_text has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (135168K) : backmetal1_OPC has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (135168K) : backmetal1_noqrc has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (135168K) : backmetal1_res has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (135296K) : backmetal1_iprobe has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (135296K) : backmetal1_diffprb has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (135296K) : backpassiv_drw has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (135296K) : res_drw has 2 polygons
2026-08-20 16:47:56 +0000: Memory Usage (135424K) : sram_drw has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (135424K) : trans_drw has 2 polygons
2026-08-20 16:47:56 +0000: Memory Usage (135424K) : ind_drw has 2 polygons
2026-08-20 16:47:56 +0000: Memory Usage (135424K) : ind_pin has 4 polygons
2026-08-20 16:47:56 +0000: Memory Usage (135552K) : ind_text has 4 polygons
2026-08-20 16:47:56 +0000: Memory Usage (135552K) : salblock_drw has 12 polygons
2026-08-20 16:47:56 +0000: Memory Usage (135552K) : via2_drw has 805 polygons
2026-08-20 16:47:56 +0000: Memory Usage (135680K) : metal3_drw has 45 polygons
2026-08-20 16:47:56 +0000: Memory Usage (135680K) : metal3_filler has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (135680K) : metal3_slit has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (135808K) : metal3 has 45 polygons
2026-08-20 16:47:56 +0000: Memory Usage (135808K) : metal3_pin has 2 polygons
2026-08-20 16:47:56 +0000: Memory Usage (135808K) : metal3_mask has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (135808K) : metal3_nofill has 2 polygons
2026-08-20 16:47:56 +0000: Memory Usage (135808K) : metal3_text has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (135808K) : metal3_OPC has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (135808K) : metal3_noqrc has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (135808K) : metal3_res has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (135808K) : metal3_iprobe has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (135808K) : metal3_diffprb has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (135808K) : nwell_drw has 4 polygons
2026-08-20 16:47:56 +0000: Memory Usage (135808K) : nwell_pin has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (135808K) : nwell_text has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (135936K) : nbulay_drw has 1 polygons
2026-08-20 16:47:56 +0000: Memory Usage (135936K) : nbulay_pin has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (135936K) : nbulay_block has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (135936K) : emwind_drw has 4 polygons
2026-08-20 16:47:56 +0000: Memory Usage (135936K) : emwind_OPC has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (135936K) : deepco_drw has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (136064K) : mim_drw has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (136064K) : edgeseal_drw has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (136064K) : substrate_drw has 500 polygons
2026-08-20 16:47:56 +0000: Memory Usage (136064K) : substrate_text has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (136064K) : dfpad_drw has 2 polygons
2026-08-20 16:47:56 +0000: Memory Usage (136064K) : dfpad_pillar has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (136192K) : dfpad_sbump has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (136192K) : thickgateox_drw has 1 polygons
2026-08-20 16:47:56 +0000: Memory Usage (136192K) : pldb_drw has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (136192K) : pwell_drw has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (136192K) : pwell_pin has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (136320K) : pwell_block has 2 polygons
2026-08-20 16:47:56 +0000: Memory Usage (136320K) : ic_drw has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (136320K) : via3_drw has 1015 polygons
2026-08-20 16:47:56 +0000: Memory Usage (136320K) : metal4_drw has 24 polygons
2026-08-20 16:47:56 +0000: Memory Usage (136320K) : metal4_filler has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (136320K) : metal4_slit has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (136448K) : metal4 has 24 polygons
2026-08-20 16:47:56 +0000: Memory Usage (136448K) : metal4_pin has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (136448K) : metal4_mask has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (136448K) : metal4_nofill has 2 polygons
2026-08-20 16:47:56 +0000: Memory Usage (136448K) : metal4_text has 3 polygons
2026-08-20 16:47:56 +0000: Memory Usage (136448K) : metal4_OPC has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (136576K) : metal4_noqrc has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (136576K) : metal4_res has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (136576K) : metal4_iprobe has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (136576K) : metal4_diffprb has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (136576K) : heattrans_drw has 123 polygons
2026-08-20 16:47:56 +0000: Memory Usage (136576K) : heatres_drw has 2 polygons
2026-08-20 16:47:56 +0000: Memory Usage (136704K) : fbe_drw has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (136704K) : empoly_drw has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (136704K) : digisub_drw has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (136704K) : text_drw has 639 polygons
2026-08-20 16:47:56 +0000: Memory Usage (136704K) : via4_drw has 1009 polygons
2026-08-20 16:47:56 +0000: Memory Usage (136704K) : metal5_drw has 35 polygons
2026-08-20 16:47:56 +0000: Memory Usage (136704K) : metal5_filler has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (136832K) : metal5_slit has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (136832K) : metal5 has 35 polygons
2026-08-20 16:47:56 +0000: Memory Usage (136832K) : metal5_pin has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (136832K) : metal5_mask has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (136832K) : metal5_nofill has 2 polygons
2026-08-20 16:47:56 +0000: Memory Usage (136832K) : metal5_text has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (136960K) : metal5_OPC has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (136960K) : metal5_noqrc has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (136960K) : metal5_res has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (136960K) : metal5_iprobe has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (136960K) : metal5_diffprb has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (136960K) : radhard_drw has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (137088K) : memcap_drw has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (137088K) : varicap_drw has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (137088K) : intbondvia_drw has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (137088K) : intbondmet_drw has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (137088K) : devbondvia_drw has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (137216K) : devbondmet_drw has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (137216K) : devtrench_drw has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (137216K) : redist_drw has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (137216K) : graphbot_drw has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (137216K) : graphtop_drw has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (137216K) : antvia1_drw has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (137344K) : antmetal2_drw has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (137344K) : graphcont_drw has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (137344K) : siwg_drw has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (137344K) : siwg_filler has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (137344K) : siwg_nofill has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (137472K) : sigrating_drw has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (137472K) : singrating_drw has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (137472K) : graphpas_drw has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (137472K) : emwind3_drw has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (137600K) : emwihv3_drw has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (137600K) : redbulay_drw has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (137600K) : smos_drw has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (137600K) : graphpad_drw has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (137600K) : polimide_drw has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (137600K) : polimide_pin has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (137728K) : recog_drw has 1 polygons
2026-08-20 16:47:56 +0000: Memory Usage (137728K) : recog_pin has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (137728K) : recog_esd has 1 polygons
2026-08-20 16:47:56 +0000: Memory Usage (137728K) : recog_diode has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (137728K) : recog_tsv has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (137856K) : recog_iprobe has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (137856K) : recog_diffprb has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (137856K) : recog_pillar has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (137856K) : recog_sbump has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (137856K) : recog_otp has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (137856K) : recog_pdiode has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (137984K) : recog_mom has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (137984K) : recog_momf has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (137984K) : recog_pcm has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (137984K) : colopen_drw has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (137984K) : graphmetal1_drw has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (138112K) : graphmetal1_filler has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (138112K) : graphmetal1_nofill has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (138112K) : graphmetal1_slit has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (138112K) : graphmetal1_OPC has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (138112K) : graphmet1l_drw has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (138112K) : graphmet1l_filler has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (138240K) : graphmet1l_nofill has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (138240K) : graphmet1l_slit has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (138240K) : graphmet1l_OPC has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (138240K) : extblock_drw has 6 polygons
2026-08-20 16:47:56 +0000: Memory Usage (138240K) : nldd_drw has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (138368K) : pldd_drw has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (138368K) : next_drw has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (138368K) : pext_drw has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (138368K) : nexthv_drw has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (138496K) : pexthv_drw has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (138496K) : graphgate_drw has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (138496K) : sinwg_drw has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (138496K) : sinwg_filler has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (138624K) : sinwg_nofill has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (138624K) : mempad_drw has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (138624K) : topvia1_drw has 478 polygons
2026-08-20 16:47:56 +0000: Memory Usage (138624K) : topmetal1_drw has 49 polygons
2026-08-20 16:47:56 +0000: Memory Usage (138752K) : topmetal1_filler has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (138752K) : topmetal1_slit has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (138752K) : topmetal1 has 49 polygons
2026-08-20 16:47:56 +0000: Memory Usage (138880K) : topmetal1_pin has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (138880K) : topmetal1_mask has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (138880K) : topmetal1_nofill has 2 polygons
2026-08-20 16:47:56 +0000: Memory Usage (138880K) : topmetal1_text has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (139008K) : topmetal1_noqrc has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (139008K) : topmetal1_res has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (139008K) : topmetal1_iprobe has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (139008K) : topmetal1_diffprb has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (139136K) : inldpwl_drw has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (139136K) : polyres_drw has 2 polygons
2026-08-20 16:47:56 +0000: Memory Usage (139136K) : polyres_pin has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (139136K) : vmim_drw has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (139264K) : nbulaycut_drw has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (139264K) : antmetal1_drw has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (139264K) : topvia2_drw has 232 polygons
2026-08-20 16:47:56 +0000: Memory Usage (139520K) : topmetal2_drw has 64 polygons
2026-08-20 16:47:56 +0000: Memory Usage (139520K) : topmetal2_filler has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (139520K) : topmetal2_slit has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (139648K) : topmetal2 has 64 polygons
2026-08-20 16:47:56 +0000: Memory Usage (139648K) : topmetal2_pin has 4 polygons
2026-08-20 16:47:56 +0000: Memory Usage (139648K) : topmetal2_mask has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (139648K) : topmetal2_nofill has 2 polygons
2026-08-20 16:47:56 +0000: Memory Usage (139776K) : topmetal2_text has 8 polygons
2026-08-20 16:47:56 +0000: Memory Usage (139776K) : topmetal2_noqrc has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (139776K) : topmetal2_res has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (139776K) : topmetal2_iprobe has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (139904K) : topmetal2_diffprb has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (139904K) : snsring_drw has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (139904K) : sensor_drw has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (140032K) : snsarms_drw has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (140032K) : snscmosvia_drw has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (140032K) : colwind_drw has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (140032K) : flm_drw has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (140160K) : hafniumox_drw has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (140160K) : memvia_drw has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (140288K) : thinfilmres_drw has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (140288K) : rfmem_drw has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (140288K) : norcx_drw has 2 polygons
2026-08-20 16:47:56 +0000: Memory Usage (140288K) : norcx_m2m3 has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (140288K) : norcx_m2m4 has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (140288K) : norcx_m2m5 has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (140288K) : norcx_m2tm1 has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (140288K) : norcx_m2tm2 has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (140288K) : norcx_m3m4 has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (140288K) : norcx_m3m5 has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (140288K) : norcx_m3tm1 has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (140288K) : norcx_m3tm2 has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (140288K) : norcx_m4m5 has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (140288K) : norcx_m4tm1 has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (140288K) : norcx_m4tm2 has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (140288K) : norcx_m5tm1 has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (140288K) : norcx_m5tm2 has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (140288K) : norcx_tm1tm2 has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (140288K) : norcx_m1sub has 0 polygons
2026-08-20 16:47:56 +0000: Memory Usage (140288K) : norcx_m2sub has 0 polygons
