$ /home/ubuntu/.local/share/ihp-eda/venv/bin/python /home/ubuntu/.local/share/ihp-eda/IHP-Open-PDK/ihp-sg13g2/libs.tech/klayout/tech/lvs/run_lvs.py --layout=/workspace/layout/blocks/out/driver_stage/bisect_extra6/full/driver_dut.gds --netlist=/workspace/layout/blocks/out/driver_stage/bisect_extra6/full/x.cdl --run_dir=/workspace/layout/blocks/out/driver_stage/bisect_extra6/full/lvs --run_mode=deep --topcell=driver_dut --implicit_nets=sub,sub! --ignore_top_ports_mismatch --disable_tap_extraction
2026-08-20 17:09:07 +0000: Memory Usage (130288K) : Selected DISABLE_TAP_EXTRACTION option: true
2026-08-20 17:09:07 +0000: Memory Usage (130288K) : deep  mode is enabled.
2026-08-20 17:09:07 +0000: Memory Usage (130288K) : Applying implicit connections (case-sensitive, pattern supported) for nets: sub, sub!
2026-08-20 17:09:07 +0000: Memory Usage (131344K) : Netlist file: /workspace/layout/blocks/out/driver_stage/bisect_extra6/full/x.cdl
2026-08-20 17:09:07 +0000: Memory Usage (131344K) : LVS extracted netlist at: /workspace/layout/blocks/out/driver_stage/bisect_extra6/full/lvs/driver_dut_extracted.cir
2026-08-20 17:09:07 +0000: Memory Usage (131344K) : Applying SRAM integration support.
2026-08-20 17:09:07 +0000: Memory Usage (131344K) : Starting SG13G2 LVS runset
2026-08-20 17:09:07 +0000: Memory Usage (131344K) : Read in polygons from layers.
2026-08-20 17:09:07 +0000: Memory Usage (132784K) : activ_drw has 899 polygons
2026-08-20 17:09:07 +0000: Memory Usage (132784K) : activ_filler has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (133036K) : activ has 899 polygons
2026-08-20 17:09:07 +0000: Memory Usage (133548K) : activ_pin has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (133548K) : activ_mask has 4 polygons
2026-08-20 17:09:07 +0000: Memory Usage (133548K) : activ_nofill has 2 polygons
2026-08-20 17:09:07 +0000: Memory Usage (133548K) : activ_OPC has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (133548K) : activ_iOPC has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (133548K) : activ_noqrc has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (133548K) : biwind_drw has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (133548K) : biwind_OPC has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (133548K) : gatpoly_drw has 140 polygons
2026-08-20 17:09:07 +0000: Memory Usage (133548K) : gatpoly_filler has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (133548K) : gatpoly has 140 polygons
2026-08-20 17:09:07 +0000: Memory Usage (133548K) : gatpoly_pin has 119 polygons
2026-08-20 17:09:07 +0000: Memory Usage (133548K) : gatpoly_nofill has 2 polygons
2026-08-20 17:09:07 +0000: Memory Usage (133548K) : gatpoly_OPC has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (133548K) : gatpoly_iOPC has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (133548K) : gatpoly_noqrc has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (133548K) : cont_drw has 14577 polygons
2026-08-20 17:09:07 +0000: Memory Usage (133548K) : cont_OPC has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (133676K) : nsd_drw has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (133676K) : nsd_block has 4 polygons
2026-08-20 17:09:07 +0000: Memory Usage (133676K) : metal1_drw has 1558 polygons
2026-08-20 17:09:07 +0000: Memory Usage (133804K) : metal1_filler has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (133804K) : metal1_slit has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (134060K) : metal1 has 1558 polygons
2026-08-20 17:09:07 +0000: Memory Usage (134060K) : metal1_pin has 750 polygons
2026-08-20 17:09:07 +0000: Memory Usage (134188K) : metal1_mask has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (134188K) : metal1_nofill has 2 polygons
2026-08-20 17:09:07 +0000: Memory Usage (134316K) : metal1_text has 5 polygons
2026-08-20 17:09:07 +0000: Memory Usage (134444K) : metal1_OPC has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (134444K) : metal1_noqrc has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (134444K) : metal1_res has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (134572K) : metal1_iprobe has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (134572K) : metal1_diffprb has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (134572K) : passiv_drw has 2 polygons
2026-08-20 17:09:07 +0000: Memory Usage (134700K) : passiv_pin has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (134700K) : passiv_sbump has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (134700K) : passiv_pillar has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (134700K) : passiv_pdl has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (134828K) : metal2_drw has 579 polygons
2026-08-20 17:09:07 +0000: Memory Usage (134828K) : metal2_filler has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (134828K) : metal2_slit has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (134956K) : metal2 has 579 polygons
2026-08-20 17:09:07 +0000: Memory Usage (134956K) : metal2_pin has 10 polygons
2026-08-20 17:09:07 +0000: Memory Usage (134956K) : metal2_mask has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (134956K) : metal2_nofill has 2 polygons
2026-08-20 17:09:07 +0000: Memory Usage (135084K) : metal2_text has 3 polygons
2026-08-20 17:09:07 +0000: Memory Usage (135084K) : metal2_OPC has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (135084K) : metal2_noqrc has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (135084K) : metal2_res has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (135212K) : metal2_iprobe has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (135212K) : metal2_diffprb has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (135212K) : baspoly_drw has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (135212K) : baspoly_pin has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (135340K) : psd_drw has 515 polygons
2026-08-20 17:09:07 +0000: Memory Usage (135340K) : nldb_drw has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (135340K) : digibnd_drw has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (135340K) : via1_drw has 7650 polygons
2026-08-20 17:09:07 +0000: Memory Usage (135468K) : backmetal1_drw has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (135468K) : backmetal1_pin has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (135468K) : backmetal1_mask has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (135596K) : backmetal1_filler has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (135596K) : backmetal1_nofill has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (135596K) : backmetal1_slit has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (135596K) : backmetal1_text has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (135724K) : backmetal1_OPC has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (135724K) : backmetal1_noqrc has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (135724K) : backmetal1_res has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (135724K) : backmetal1_iprobe has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (135852K) : backmetal1_diffprb has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (135852K) : backpassiv_drw has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (135852K) : res_drw has 2 polygons
2026-08-20 17:09:07 +0000: Memory Usage (135852K) : sram_drw has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (135980K) : trans_drw has 2 polygons
2026-08-20 17:09:07 +0000: Memory Usage (135980K) : ind_drw has 2 polygons
2026-08-20 17:09:07 +0000: Memory Usage (135980K) : ind_pin has 4 polygons
2026-08-20 17:09:07 +0000: Memory Usage (136108K) : ind_text has 4 polygons
2026-08-20 17:09:07 +0000: Memory Usage (136108K) : salblock_drw has 12 polygons
2026-08-20 17:09:07 +0000: Memory Usage (136108K) : via2_drw has 841 polygons
2026-08-20 17:09:07 +0000: Memory Usage (136236K) : metal3_drw has 74 polygons
2026-08-20 17:09:07 +0000: Memory Usage (136236K) : metal3_filler has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (136236K) : metal3_slit has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (136236K) : metal3 has 74 polygons
2026-08-20 17:09:07 +0000: Memory Usage (136236K) : metal3_pin has 2 polygons
2026-08-20 17:09:07 +0000: Memory Usage (136236K) : metal3_mask has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (136236K) : metal3_nofill has 2 polygons
2026-08-20 17:09:07 +0000: Memory Usage (136236K) : metal3_text has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (136236K) : metal3_OPC has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (136236K) : metal3_noqrc has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (136236K) : metal3_res has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (136236K) : metal3_iprobe has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (136236K) : metal3_diffprb has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (136364K) : nwell_drw has 14 polygons
2026-08-20 17:09:07 +0000: Memory Usage (136364K) : nwell_pin has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (136364K) : nwell_text has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (136364K) : nbulay_drw has 1 polygons
2026-08-20 17:09:07 +0000: Memory Usage (136364K) : nbulay_pin has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (136364K) : nbulay_block has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (136492K) : emwind_drw has 4 polygons
2026-08-20 17:09:07 +0000: Memory Usage (136492K) : emwind_OPC has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (136492K) : deepco_drw has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (136492K) : mim_drw has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (136492K) : edgeseal_drw has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (136620K) : substrate_drw has 500 polygons
2026-08-20 17:09:07 +0000: Memory Usage (136620K) : substrate_text has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (136620K) : dfpad_drw has 2 polygons
2026-08-20 17:09:07 +0000: Memory Usage (136620K) : dfpad_pillar has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (136620K) : dfpad_sbump has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (136620K) : thickgateox_drw has 1 polygons
2026-08-20 17:09:07 +0000: Memory Usage (136748K) : pldb_drw has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (136748K) : pwell_drw has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (136748K) : pwell_pin has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (136748K) : pwell_block has 2 polygons
2026-08-20 17:09:07 +0000: Memory Usage (136748K) : ic_drw has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (136748K) : via3_drw has 1039 polygons
2026-08-20 17:09:07 +0000: Memory Usage (136876K) : metal4_drw has 36 polygons
2026-08-20 17:09:07 +0000: Memory Usage (136876K) : metal4_filler has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (136876K) : metal4_slit has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (136876K) : metal4 has 36 polygons
2026-08-20 17:09:07 +0000: Memory Usage (137004K) : metal4_pin has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (137004K) : metal4_mask has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (137004K) : metal4_nofill has 2 polygons
2026-08-20 17:09:07 +0000: Memory Usage (137004K) : metal4_text has 3 polygons
2026-08-20 17:09:07 +0000: Memory Usage (137004K) : metal4_OPC has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (137004K) : metal4_noqrc has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (137004K) : metal4_res has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (137132K) : metal4_iprobe has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (137132K) : metal4_diffprb has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (137132K) : heattrans_drw has 123 polygons
2026-08-20 17:09:07 +0000: Memory Usage (137132K) : heatres_drw has 2 polygons
2026-08-20 17:09:07 +0000: Memory Usage (137132K) : fbe_drw has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (137132K) : empoly_drw has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (137260K) : digisub_drw has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (137260K) : text_drw has 655 polygons
2026-08-20 17:09:07 +0000: Memory Usage (137260K) : via4_drw has 1033 polygons
2026-08-20 17:09:07 +0000: Memory Usage (137260K) : metal5_drw has 66 polygons
2026-08-20 17:09:07 +0000: Memory Usage (137260K) : metal5_filler has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (137260K) : metal5_slit has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (137388K) : metal5 has 66 polygons
2026-08-20 17:09:07 +0000: Memory Usage (137388K) : metal5_pin has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (137388K) : metal5_mask has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (137388K) : metal5_nofill has 2 polygons
2026-08-20 17:09:07 +0000: Memory Usage (137388K) : metal5_text has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (137388K) : metal5_OPC has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (137516K) : metal5_noqrc has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (137516K) : metal5_res has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (137516K) : metal5_iprobe has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (137516K) : metal5_diffprb has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (137516K) : radhard_drw has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (137516K) : memcap_drw has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (137644K) : varicap_drw has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (137644K) : intbondvia_drw has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (137644K) : intbondmet_drw has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (137644K) : devbondvia_drw has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (137644K) : devbondmet_drw has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (137644K) : devtrench_drw has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (137772K) : redist_drw has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (137772K) : graphbot_drw has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (137772K) : graphtop_drw has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (137772K) : antvia1_drw has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (137772K) : antmetal2_drw has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (137900K) : graphcont_drw has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (137900K) : siwg_drw has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (137900K) : siwg_filler has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (137900K) : siwg_nofill has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (138028K) : sigrating_drw has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (138028K) : singrating_drw has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (138028K) : graphpas_drw has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (138028K) : emwind3_drw has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (138028K) : emwihv3_drw has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (138028K) : redbulay_drw has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (138028K) : smos_drw has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (138156K) : graphpad_drw has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (138156K) : polimide_drw has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (138156K) : polimide_pin has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (138156K) : recog_drw has 1 polygons
2026-08-20 17:09:07 +0000: Memory Usage (138156K) : recog_pin has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (138156K) : recog_esd has 5 polygons
2026-08-20 17:09:07 +0000: Memory Usage (138284K) : recog_diode has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (138284K) : recog_tsv has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (138284K) : recog_iprobe has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (138284K) : recog_diffprb has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (138284K) : recog_pillar has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (138412K) : recog_sbump has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (138412K) : recog_otp has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (138412K) : recog_pdiode has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (138412K) : recog_mom has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (138540K) : recog_momf has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (138540K) : recog_pcm has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (138540K) : colopen_drw has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (138540K) : graphmetal1_drw has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (138668K) : graphmetal1_filler has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (138668K) : graphmetal1_nofill has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (138668K) : graphmetal1_slit has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (138668K) : graphmetal1_OPC has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (138796K) : graphmet1l_drw has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (138796K) : graphmet1l_filler has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (138796K) : graphmet1l_nofill has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (138796K) : graphmet1l_slit has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (138924K) : graphmet1l_OPC has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (138924K) : extblock_drw has 6 polygons
2026-08-20 17:09:07 +0000: Memory Usage (138924K) : nldd_drw has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (138924K) : pldd_drw has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (139052K) : next_drw has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (139052K) : pext_drw has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (139052K) : nexthv_drw has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (139052K) : pexthv_drw has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (139180K) : graphgate_drw has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (139180K) : sinwg_drw has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (139180K) : sinwg_filler has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (139180K) : sinwg_nofill has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (139308K) : mempad_drw has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (139308K) : topvia1_drw has 490 polygons
2026-08-20 17:09:07 +0000: Memory Usage (139308K) : topmetal1_drw has 79 polygons
2026-08-20 17:09:07 +0000: Memory Usage (139308K) : topmetal1_filler has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (139436K) : topmetal1_slit has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (139436K) : topmetal1 has 79 polygons
2026-08-20 17:09:07 +0000: Memory Usage (139436K) : topmetal1_pin has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (139564K) : topmetal1_mask has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (139564K) : topmetal1_nofill has 2 polygons
2026-08-20 17:09:07 +0000: Memory Usage (139564K) : topmetal1_text has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (139564K) : topmetal1_noqrc has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (139692K) : topmetal1_res has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (139692K) : topmetal1_iprobe has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (139692K) : topmetal1_diffprb has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (139692K) : inldpwl_drw has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (139820K) : polyres_drw has 2 polygons
2026-08-20 17:09:07 +0000: Memory Usage (139820K) : polyres_pin has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (139948K) : vmim_drw has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (139948K) : nbulaycut_drw has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (139948K) : antmetal1_drw has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (139948K) : topvia2_drw has 236 polygons
2026-08-20 17:09:07 +0000: Memory Usage (140204K) : topmetal2_drw has 72 polygons
2026-08-20 17:09:07 +0000: Memory Usage (140204K) : topmetal2_filler has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (140204K) : topmetal2_slit has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (140204K) : topmetal2 has 72 polygons
2026-08-20 17:09:07 +0000: Memory Usage (140332K) : topmetal2_pin has 4 polygons
2026-08-20 17:09:07 +0000: Memory Usage (140332K) : topmetal2_mask has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (140332K) : topmetal2_nofill has 2 polygons
2026-08-20 17:09:07 +0000: Memory Usage (140332K) : topmetal2_text has 8 polygons
2026-08-20 17:09:07 +0000: Memory Usage (140460K) : topmetal2_noqrc has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (140460K) : topmetal2_res has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (140460K) : topmetal2_iprobe has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (140588K) : topmetal2_diffprb has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (140588K) : snsring_drw has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (140716K) : sensor_drw has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (140716K) : snsarms_drw has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (140716K) : snscmosvia_drw has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (140844K) : colwind_drw has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (140844K) : flm_drw has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (140844K) : hafniumox_drw has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (140844K) : memvia_drw has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (140844K) : thinfilmres_drw has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (140844K) : rfmem_drw has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (140844K) : norcx_drw has 2 polygons
2026-08-20 17:09:07 +0000: Memory Usage (140844K) : norcx_m2m3 has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (140844K) : norcx_m2m4 has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (140844K) : norcx_m2m5 has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (140844K) : norcx_m2tm1 has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (140844K) : norcx_m2tm2 has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (140844K) : norcx_m3m4 has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (140844K) : norcx_m3m5 has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (140844K) : norcx_m3tm1 has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (140844K) : norcx_m3tm2 has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (140844K) : norcx_m4m5 has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (140844K) : norcx_m4tm1 has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (140844K) : norcx_m4tm2 has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (140844K) : norcx_m5tm1 has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (140844K) : norcx_m5tm2 has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (140844K) : norcx_tm1tm2 has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (140844K) : norcx_m1sub has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (140844K) : norcx_m2sub has 0 polygons
2026-08-20 17:09:07 +0000: Memory Usage (140844K) : norcx_m3sub has 0 polygons
