$ /home/ubuntu/.local/share/ihp-eda/venv/bin/python /home/ubuntu/.local/share/ihp-eda/IHP-Open-PDK/ihp-sg13g2/libs.tech/klayout/tech/lvs/run_lvs.py --layout=/workspace/layout/blocks/out/driver_stage/probe9/driver_dut.gds --netlist=/workspace/layout/blocks/out/driver_stage/probe9/t.cdl --run_dir=/workspace/layout/blocks/out/driver_stage/probe9/lvs --run_mode=deep --topcell=driver_dut --implicit_nets=sub,sub! --ignore_top_ports_mismatch --disable_tap_extraction
2026-08-20 16:49:16 +0000: Memory Usage (129936K) : deep  mode is enabled.
2026-08-20 16:49:16 +0000: Memory Usage (129936K) : Applying implicit connections (case-sensitive, pattern supported) for nets: sub, sub!
2026-08-20 16:49:16 +0000: Memory Usage (130960K) : Netlist file: /workspace/layout/blocks/out/driver_stage/probe9/t.cdl
2026-08-20 16:49:16 +0000: Memory Usage (130960K) : LVS extracted netlist at: /workspace/layout/blocks/out/driver_stage/probe9/lvs/driver_dut_extracted.cir
2026-08-20 16:49:16 +0000: Memory Usage (130960K) : Applying SRAM integration support.
2026-08-20 16:49:16 +0000: Memory Usage (130960K) : Starting SG13G2 LVS runset
2026-08-20 16:49:16 +0000: Memory Usage (130960K) : Read in polygons from layers.
2026-08-20 16:49:16 +0000: Memory Usage (132320K) : activ_drw has 899 polygons
2026-08-20 16:49:16 +0000: Memory Usage (132320K) : activ_filler has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (132480K) : activ has 899 polygons
2026-08-20 16:49:16 +0000: Memory Usage (132864K) : activ_pin has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (132864K) : activ_mask has 4 polygons
2026-08-20 16:49:16 +0000: Memory Usage (132864K) : activ_nofill has 2 polygons
2026-08-20 16:49:16 +0000: Memory Usage (132864K) : activ_OPC has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (132864K) : activ_iOPC has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (132864K) : activ_noqrc has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (132864K) : biwind_drw has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (132864K) : biwind_OPC has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (132864K) : gatpoly_drw has 140 polygons
2026-08-20 16:49:16 +0000: Memory Usage (132864K) : gatpoly_filler has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (132864K) : gatpoly has 140 polygons
2026-08-20 16:49:16 +0000: Memory Usage (132864K) : gatpoly_pin has 119 polygons
2026-08-20 16:49:16 +0000: Memory Usage (132864K) : gatpoly_nofill has 2 polygons
2026-08-20 16:49:16 +0000: Memory Usage (132864K) : gatpoly_OPC has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (132864K) : gatpoly_iOPC has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (132864K) : gatpoly_noqrc has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (132992K) : cont_drw has 14577 polygons
2026-08-20 16:49:16 +0000: Memory Usage (133120K) : cont_OPC has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (133120K) : nsd_drw has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (133120K) : nsd_block has 4 polygons
2026-08-20 16:49:16 +0000: Memory Usage (133248K) : metal1_drw has 1558 polygons
2026-08-20 16:49:16 +0000: Memory Usage (133248K) : metal1_filler has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (133376K) : metal1_slit has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (133376K) : metal1 has 1558 polygons
2026-08-20 16:49:16 +0000: Memory Usage (133504K) : metal1_pin has 750 polygons
2026-08-20 16:49:16 +0000: Memory Usage (133504K) : metal1_mask has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (133504K) : metal1_nofill has 2 polygons
2026-08-20 16:49:16 +0000: Memory Usage (133888K) : metal1_text has 5 polygons
2026-08-20 16:49:16 +0000: Memory Usage (133888K) : metal1_OPC has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (133888K) : metal1_noqrc has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (134016K) : metal1_res has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (134016K) : metal1_iprobe has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (134016K) : metal1_diffprb has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (134144K) : passiv_drw has 2 polygons
2026-08-20 16:49:16 +0000: Memory Usage (134144K) : passiv_pin has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (134144K) : passiv_sbump has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (134272K) : passiv_pillar has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (134272K) : passiv_pdl has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (134272K) : metal2_drw has 580 polygons
2026-08-20 16:49:16 +0000: Memory Usage (134400K) : metal2_filler has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (134400K) : metal2_slit has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (134400K) : metal2 has 580 polygons
2026-08-20 16:49:16 +0000: Memory Usage (134400K) : metal2_pin has 10 polygons
2026-08-20 16:49:16 +0000: Memory Usage (134528K) : metal2_mask has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (134528K) : metal2_nofill has 2 polygons
2026-08-20 16:49:16 +0000: Memory Usage (134528K) : metal2_text has 3 polygons
2026-08-20 16:49:16 +0000: Memory Usage (134528K) : metal2_OPC has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (134656K) : metal2_noqrc has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (134656K) : metal2_res has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (134656K) : metal2_iprobe has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (134784K) : metal2_diffprb has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (134784K) : baspoly_drw has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (134784K) : baspoly_pin has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (134784K) : psd_drw has 515 polygons
2026-08-20 16:49:16 +0000: Memory Usage (134912K) : nldb_drw has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (134912K) : digibnd_drw has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (134912K) : via1_drw has 7650 polygons
2026-08-20 16:49:16 +0000: Memory Usage (134912K) : backmetal1_drw has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (135040K) : backmetal1_pin has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (135040K) : backmetal1_mask has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (135040K) : backmetal1_filler has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (135040K) : backmetal1_nofill has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (135168K) : backmetal1_slit has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (135168K) : backmetal1_text has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (135168K) : backmetal1_OPC has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (135168K) : backmetal1_noqrc has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (135296K) : backmetal1_res has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (135296K) : backmetal1_iprobe has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (135296K) : backmetal1_diffprb has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (135296K) : backpassiv_drw has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (135424K) : res_drw has 2 polygons
2026-08-20 16:49:16 +0000: Memory Usage (135424K) : sram_drw has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (135424K) : trans_drw has 2 polygons
2026-08-20 16:49:16 +0000: Memory Usage (135552K) : ind_drw has 2 polygons
2026-08-20 16:49:16 +0000: Memory Usage (135552K) : ind_pin has 4 polygons
2026-08-20 16:49:16 +0000: Memory Usage (135552K) : ind_text has 4 polygons
2026-08-20 16:49:16 +0000: Memory Usage (135552K) : salblock_drw has 12 polygons
2026-08-20 16:49:16 +0000: Memory Usage (135680K) : via2_drw has 853 polygons
2026-08-20 16:49:16 +0000: Memory Usage (135680K) : metal3_drw has 76 polygons
2026-08-20 16:49:16 +0000: Memory Usage (135680K) : metal3_filler has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (135680K) : metal3_slit has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (135680K) : metal3 has 76 polygons
2026-08-20 16:49:16 +0000: Memory Usage (135680K) : metal3_pin has 2 polygons
2026-08-20 16:49:16 +0000: Memory Usage (135680K) : metal3_mask has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (135680K) : metal3_nofill has 2 polygons
2026-08-20 16:49:16 +0000: Memory Usage (135680K) : metal3_text has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (135680K) : metal3_OPC has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (135680K) : metal3_noqrc has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (135680K) : metal3_res has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (135680K) : metal3_iprobe has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (135680K) : metal3_diffprb has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (135808K) : nwell_drw has 14 polygons
2026-08-20 16:49:16 +0000: Memory Usage (135808K) : nwell_pin has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (135808K) : nwell_text has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (135808K) : nbulay_drw has 1 polygons
2026-08-20 16:49:16 +0000: Memory Usage (135808K) : nbulay_pin has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (135808K) : nbulay_block has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (135936K) : emwind_drw has 4 polygons
2026-08-20 16:49:16 +0000: Memory Usage (135936K) : emwind_OPC has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (135936K) : deepco_drw has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (135936K) : mim_drw has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (135936K) : edgeseal_drw has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (136064K) : substrate_drw has 500 polygons
2026-08-20 16:49:16 +0000: Memory Usage (136064K) : substrate_text has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (136064K) : dfpad_drw has 2 polygons
2026-08-20 16:49:16 +0000: Memory Usage (136064K) : dfpad_pillar has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (136064K) : dfpad_sbump has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (136064K) : thickgateox_drw has 1 polygons
2026-08-20 16:49:16 +0000: Memory Usage (136192K) : pldb_drw has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (136192K) : pwell_drw has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (136192K) : pwell_pin has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (136192K) : pwell_block has 2 polygons
2026-08-20 16:49:16 +0000: Memory Usage (136192K) : ic_drw has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (136192K) : via3_drw has 1063 polygons
2026-08-20 16:49:16 +0000: Memory Usage (136320K) : metal4_drw has 36 polygons
2026-08-20 16:49:16 +0000: Memory Usage (136320K) : metal4_filler has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (136320K) : metal4_slit has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (136320K) : metal4 has 36 polygons
2026-08-20 16:49:16 +0000: Memory Usage (136320K) : metal4_pin has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (136448K) : metal4_mask has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (136448K) : metal4_nofill has 2 polygons
2026-08-20 16:49:16 +0000: Memory Usage (136448K) : metal4_text has 3 polygons
2026-08-20 16:49:16 +0000: Memory Usage (136448K) : metal4_OPC has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (136448K) : metal4_noqrc has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (136576K) : metal4_res has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (136576K) : metal4_iprobe has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (136576K) : metal4_diffprb has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (136576K) : heattrans_drw has 123 polygons
2026-08-20 16:49:16 +0000: Memory Usage (136576K) : heatres_drw has 2 polygons
2026-08-20 16:49:16 +0000: Memory Usage (136576K) : fbe_drw has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (136576K) : empoly_drw has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (136704K) : digisub_drw has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (136704K) : text_drw has 655 polygons
2026-08-20 16:49:16 +0000: Memory Usage (136704K) : via4_drw has 1057 polygons
2026-08-20 16:49:16 +0000: Memory Usage (136704K) : metal5_drw has 64 polygons
2026-08-20 16:49:16 +0000: Memory Usage (136704K) : metal5_filler has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (136704K) : metal5_slit has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (136832K) : metal5 has 64 polygons
2026-08-20 16:49:16 +0000: Memory Usage (136832K) : metal5_pin has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (136832K) : metal5_mask has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (136832K) : metal5_nofill has 2 polygons
2026-08-20 16:49:16 +0000: Memory Usage (136832K) : metal5_text has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (136832K) : metal5_OPC has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (136960K) : metal5_noqrc has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (136960K) : metal5_res has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (136960K) : metal5_iprobe has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (136960K) : metal5_diffprb has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (136960K) : radhard_drw has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (136960K) : memcap_drw has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (137088K) : varicap_drw has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (137088K) : intbondvia_drw has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (137088K) : intbondmet_drw has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (137088K) : devbondvia_drw has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (137216K) : devbondmet_drw has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (137216K) : devtrench_drw has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (137216K) : redist_drw has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (137216K) : graphbot_drw has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (137344K) : graphtop_drw has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (137344K) : antvia1_drw has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (137344K) : antmetal2_drw has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (137344K) : graphcont_drw has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (137344K) : siwg_drw has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (137472K) : siwg_filler has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (137472K) : siwg_nofill has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (137472K) : sigrating_drw has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (137472K) : singrating_drw has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (137472K) : graphpas_drw has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (137472K) : emwind3_drw has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (137600K) : emwihv3_drw has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (137600K) : redbulay_drw has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (137600K) : smos_drw has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (137600K) : graphpad_drw has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (137600K) : polimide_drw has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (137728K) : polimide_pin has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (137728K) : recog_drw has 1 polygons
2026-08-20 16:49:16 +0000: Memory Usage (137728K) : recog_pin has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (137728K) : recog_esd has 5 polygons
2026-08-20 16:49:16 +0000: Memory Usage (137728K) : recog_diode has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (137856K) : recog_tsv has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (137856K) : recog_iprobe has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (137856K) : recog_diffprb has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (137856K) : recog_pillar has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (137984K) : recog_sbump has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (137984K) : recog_otp has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (137984K) : recog_pdiode has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (137984K) : recog_mom has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (138112K) : recog_momf has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (138112K) : recog_pcm has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (138112K) : colopen_drw has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (138112K) : graphmetal1_drw has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (138240K) : graphmetal1_filler has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (138240K) : graphmetal1_nofill has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (138240K) : graphmetal1_slit has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (138240K) : graphmetal1_OPC has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (138368K) : graphmet1l_drw has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (138368K) : graphmet1l_filler has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (138368K) : graphmet1l_nofill has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (138368K) : graphmet1l_slit has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (138496K) : graphmet1l_OPC has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (138496K) : extblock_drw has 6 polygons
2026-08-20 16:49:16 +0000: Memory Usage (138496K) : nldd_drw has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (138496K) : pldd_drw has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (138496K) : next_drw has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (138624K) : pext_drw has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (138624K) : nexthv_drw has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (138624K) : pexthv_drw has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (138624K) : graphgate_drw has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (138624K) : sinwg_drw has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (138752K) : sinwg_filler has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (138752K) : sinwg_nofill has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (138752K) : mempad_drw has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (138752K) : topvia1_drw has 490 polygons
2026-08-20 16:49:16 +0000: Memory Usage (138752K) : topmetal1_drw has 63 polygons
2026-08-20 16:49:16 +0000: Memory Usage (138752K) : topmetal1_filler has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (138880K) : topmetal1_slit has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (138880K) : topmetal1 has 63 polygons
2026-08-20 16:49:16 +0000: Memory Usage (138880K) : topmetal1_pin has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (138880K) : topmetal1_mask has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (138880K) : topmetal1_nofill has 2 polygons
2026-08-20 16:49:16 +0000: Memory Usage (139008K) : topmetal1_text has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (139008K) : topmetal1_noqrc has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (139008K) : topmetal1_res has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (139008K) : topmetal1_iprobe has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (139136K) : topmetal1_diffprb has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (139136K) : inldpwl_drw has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (139136K) : polyres_drw has 2 polygons
2026-08-20 16:49:16 +0000: Memory Usage (139136K) : polyres_pin has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (139264K) : vmim_drw has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (139264K) : nbulaycut_drw has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (139264K) : antmetal1_drw has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (139264K) : topvia2_drw has 236 polygons
2026-08-20 16:49:16 +0000: Memory Usage (139520K) : topmetal2_drw has 72 polygons
2026-08-20 16:49:16 +0000: Memory Usage (139520K) : topmetal2_filler has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (139648K) : topmetal2_slit has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (139648K) : topmetal2 has 72 polygons
2026-08-20 16:49:16 +0000: Memory Usage (139648K) : topmetal2_pin has 4 polygons
2026-08-20 16:49:16 +0000: Memory Usage (139648K) : topmetal2_mask has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (139776K) : topmetal2_nofill has 2 polygons
2026-08-20 16:49:16 +0000: Memory Usage (139776K) : topmetal2_text has 8 polygons
2026-08-20 16:49:16 +0000: Memory Usage (139776K) : topmetal2_noqrc has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (139776K) : topmetal2_res has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (139904K) : topmetal2_iprobe has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (139904K) : topmetal2_diffprb has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (139904K) : snsring_drw has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (140032K) : sensor_drw has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (140032K) : snsarms_drw has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (140032K) : snscmosvia_drw has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (140032K) : colwind_drw has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (140160K) : flm_drw has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (140288K) : hafniumox_drw has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (140288K) : memvia_drw has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (140288K) : thinfilmres_drw has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (140288K) : rfmem_drw has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (140288K) : norcx_drw has 2 polygons
2026-08-20 16:49:16 +0000: Memory Usage (140288K) : norcx_m2m3 has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (140288K) : norcx_m2m4 has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (140288K) : norcx_m2m5 has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (140288K) : norcx_m2tm1 has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (140288K) : norcx_m2tm2 has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (140288K) : norcx_m3m4 has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (140288K) : norcx_m3m5 has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (140288K) : norcx_m3tm1 has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (140288K) : norcx_m3tm2 has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (140288K) : norcx_m4m5 has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (140288K) : norcx_m4tm1 has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (140288K) : norcx_m4tm2 has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (140288K) : norcx_m5tm1 has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (140288K) : norcx_m5tm2 has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (140288K) : norcx_tm1tm2 has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (140288K) : norcx_m1sub has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (140288K) : norcx_m2sub has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (140288K) : norcx_m3sub has 0 polygons
2026-08-20 16:49:16 +0000: Memory Usage (140288K) : norcx_m4sub has 0 polygons
