$ /home/ubuntu/.local/share/ihp-eda/venv/bin/python /home/ubuntu/.local/share/ihp-eda/IHP-Open-PDK/ihp-sg13g2/libs.tech/klayout/tech/lvs/run_lvs.py --layout=/workspace/layout/blocks/out/driver_stage/probe6/esd_place/driver_dut.gds --netlist=/workspace/layout/blocks/out/driver_stage/probe6/esd_place/t.cdl --run_dir=/workspace/layout/blocks/out/driver_stage/probe6/esd_place/lvs --run_mode=deep --topcell=driver_dut --implicit_nets=sub,sub! --ignore_top_ports_mismatch --disable_tap_extraction
2026-08-20 16:44:13 +0000: Memory Usage (129896K) : Selected DISABLE_TAP_EXTRACTION option: true
2026-08-20 16:44:13 +0000: Memory Usage (129896K) : deep  mode is enabled.
2026-08-20 16:44:13 +0000: Memory Usage (129896K) : Applying implicit connections (case-sensitive, pattern supported) for nets: sub, sub!
2026-08-20 16:44:13 +0000: Memory Usage (131092K) : Netlist file: /workspace/layout/blocks/out/driver_stage/probe6/esd_place/t.cdl
2026-08-20 16:44:13 +0000: Memory Usage (131092K) : LVS extracted netlist at: /workspace/layout/blocks/out/driver_stage/probe6/esd_place/lvs/driver_dut_extracted.cir
2026-08-20 16:44:13 +0000: Memory Usage (131092K) : Applying SRAM integration support.
2026-08-20 16:44:13 +0000: Memory Usage (131092K) : Starting SG13G2 LVS runset
2026-08-20 16:44:13 +0000: Memory Usage (131092K) : Read in polygons from layers.
2026-08-20 16:44:13 +0000: Memory Usage (132280K) : activ_drw has 899 polygons
2026-08-20 16:44:13 +0000: Memory Usage (132280K) : activ_filler has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (132464K) : activ has 899 polygons
2026-08-20 16:44:13 +0000: Memory Usage (132976K) : activ_pin has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (132976K) : activ_mask has 4 polygons
2026-08-20 16:44:13 +0000: Memory Usage (132976K) : activ_nofill has 2 polygons
2026-08-20 16:44:13 +0000: Memory Usage (132976K) : activ_OPC has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (132976K) : activ_iOPC has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (132976K) : activ_noqrc has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (132976K) : biwind_drw has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (132976K) : biwind_OPC has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (132976K) : gatpoly_drw has 140 polygons
2026-08-20 16:44:13 +0000: Memory Usage (132976K) : gatpoly_filler has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (132976K) : gatpoly has 140 polygons
2026-08-20 16:44:13 +0000: Memory Usage (132976K) : gatpoly_pin has 119 polygons
2026-08-20 16:44:13 +0000: Memory Usage (132976K) : gatpoly_nofill has 2 polygons
2026-08-20 16:44:13 +0000: Memory Usage (132976K) : gatpoly_OPC has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (132976K) : gatpoly_iOPC has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (132976K) : gatpoly_noqrc has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (132976K) : cont_drw has 14577 polygons
2026-08-20 16:44:13 +0000: Memory Usage (132976K) : cont_OPC has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (132976K) : nsd_drw has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (133104K) : nsd_block has 4 polygons
2026-08-20 16:44:13 +0000: Memory Usage (133104K) : metal1_drw has 1566 polygons
2026-08-20 16:44:13 +0000: Memory Usage (133104K) : metal1_filler has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (133232K) : metal1_slit has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (133232K) : metal1 has 1566 polygons
2026-08-20 16:44:13 +0000: Memory Usage (133360K) : metal1_pin has 750 polygons
2026-08-20 16:44:13 +0000: Memory Usage (133360K) : metal1_mask has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (133488K) : metal1_nofill has 2 polygons
2026-08-20 16:44:13 +0000: Memory Usage (133872K) : metal1_text has 5 polygons
2026-08-20 16:44:13 +0000: Memory Usage (133872K) : metal1_OPC has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (134000K) : metal1_noqrc has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (134000K) : metal1_res has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (134000K) : metal1_iprobe has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (134128K) : metal1_diffprb has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (134128K) : passiv_drw has 2 polygons
2026-08-20 16:44:13 +0000: Memory Usage (134128K) : passiv_pin has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (134128K) : passiv_sbump has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (134128K) : passiv_pillar has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (134256K) : passiv_pdl has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (134256K) : metal2_drw has 588 polygons
2026-08-20 16:44:13 +0000: Memory Usage (134256K) : metal2_filler has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (134384K) : metal2_slit has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (134384K) : metal2 has 588 polygons
2026-08-20 16:44:13 +0000: Memory Usage (134384K) : metal2_pin has 10 polygons
2026-08-20 16:44:13 +0000: Memory Usage (134384K) : metal2_mask has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (134512K) : metal2_nofill has 2 polygons
2026-08-20 16:44:13 +0000: Memory Usage (134512K) : metal2_text has 3 polygons
2026-08-20 16:44:13 +0000: Memory Usage (134512K) : metal2_OPC has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (134512K) : metal2_noqrc has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (134640K) : metal2_res has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (134640K) : metal2_iprobe has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (134640K) : metal2_diffprb has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (134640K) : baspoly_drw has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (134768K) : baspoly_pin has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (134768K) : psd_drw has 515 polygons
2026-08-20 16:44:13 +0000: Memory Usage (134768K) : nldb_drw has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (134768K) : digibnd_drw has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (134896K) : via1_drw has 7666 polygons
2026-08-20 16:44:13 +0000: Memory Usage (134896K) : backmetal1_drw has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (134896K) : backmetal1_pin has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (135024K) : backmetal1_mask has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (135024K) : backmetal1_filler has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (135024K) : backmetal1_nofill has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (135024K) : backmetal1_slit has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (135152K) : backmetal1_text has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (135152K) : backmetal1_OPC has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (135152K) : backmetal1_noqrc has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (135152K) : backmetal1_res has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (135280K) : backmetal1_iprobe has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (135280K) : backmetal1_diffprb has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (135280K) : backpassiv_drw has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (135408K) : res_drw has 2 polygons
2026-08-20 16:44:13 +0000: Memory Usage (135408K) : sram_drw has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (135408K) : trans_drw has 2 polygons
2026-08-20 16:44:13 +0000: Memory Usage (135408K) : ind_drw has 2 polygons
2026-08-20 16:44:13 +0000: Memory Usage (135536K) : ind_pin has 4 polygons
2026-08-20 16:44:13 +0000: Memory Usage (135536K) : ind_text has 4 polygons
2026-08-20 16:44:13 +0000: Memory Usage (135536K) : salblock_drw has 12 polygons
2026-08-20 16:44:13 +0000: Memory Usage (135536K) : via2_drw has 853 polygons
2026-08-20 16:44:13 +0000: Memory Usage (135536K) : metal3_drw has 83 polygons
2026-08-20 16:44:13 +0000: Memory Usage (135536K) : metal3_filler has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (135536K) : metal3_slit has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (135664K) : metal3 has 83 polygons
2026-08-20 16:44:13 +0000: Memory Usage (135664K) : metal3_pin has 2 polygons
2026-08-20 16:44:13 +0000: Memory Usage (135664K) : metal3_mask has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (135664K) : metal3_nofill has 2 polygons
2026-08-20 16:44:13 +0000: Memory Usage (135664K) : metal3_text has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (135664K) : metal3_OPC has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (135792K) : metal3_noqrc has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (135792K) : metal3_res has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (135792K) : metal3_iprobe has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (135792K) : metal3_diffprb has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (135792K) : nwell_drw has 14 polygons
2026-08-20 16:44:13 +0000: Memory Usage (135920K) : nwell_pin has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (135920K) : nwell_text has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (135920K) : nbulay_drw has 1 polygons
2026-08-20 16:44:13 +0000: Memory Usage (135920K) : nbulay_pin has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (135920K) : nbulay_block has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (135920K) : emwind_drw has 4 polygons
2026-08-20 16:44:13 +0000: Memory Usage (136048K) : emwind_OPC has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (136048K) : deepco_drw has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (136048K) : mim_drw has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (136048K) : edgeseal_drw has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (136048K) : substrate_drw has 500 polygons
2026-08-20 16:44:13 +0000: Memory Usage (136048K) : substrate_text has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (136176K) : dfpad_drw has 2 polygons
2026-08-20 16:44:13 +0000: Memory Usage (136176K) : dfpad_pillar has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (136176K) : dfpad_sbump has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (136176K) : thickgateox_drw has 1 polygons
2026-08-20 16:44:13 +0000: Memory Usage (136176K) : pldb_drw has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (136176K) : pwell_drw has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (136304K) : pwell_pin has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (136304K) : pwell_block has 2 polygons
2026-08-20 16:44:13 +0000: Memory Usage (136304K) : ic_drw has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (136304K) : via3_drw has 1046 polygons
2026-08-20 16:44:13 +0000: Memory Usage (136432K) : metal4_drw has 31 polygons
2026-08-20 16:44:13 +0000: Memory Usage (136432K) : metal4_filler has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (136432K) : metal4_slit has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (136432K) : metal4 has 31 polygons
2026-08-20 16:44:13 +0000: Memory Usage (136432K) : metal4_pin has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (136560K) : metal4_mask has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (136560K) : metal4_nofill has 2 polygons
2026-08-20 16:44:13 +0000: Memory Usage (136560K) : metal4_text has 3 polygons
2026-08-20 16:44:13 +0000: Memory Usage (136560K) : metal4_OPC has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (136560K) : metal4_noqrc has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (136560K) : metal4_res has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (136688K) : metal4_iprobe has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (136688K) : metal4_diffprb has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (136688K) : heattrans_drw has 123 polygons
2026-08-20 16:44:13 +0000: Memory Usage (136688K) : heatres_drw has 2 polygons
2026-08-20 16:44:13 +0000: Memory Usage (136688K) : fbe_drw has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (136688K) : empoly_drw has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (136816K) : digisub_drw has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (136816K) : text_drw has 655 polygons
2026-08-20 16:44:13 +0000: Memory Usage (136816K) : via4_drw has 1040 polygons
2026-08-20 16:44:13 +0000: Memory Usage (136816K) : metal5_drw has 36 polygons
2026-08-20 16:44:13 +0000: Memory Usage (136816K) : metal5_filler has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (136816K) : metal5_slit has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (136944K) : metal5 has 36 polygons
2026-08-20 16:44:13 +0000: Memory Usage (136944K) : metal5_pin has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (136944K) : metal5_mask has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (136944K) : metal5_nofill has 2 polygons
2026-08-20 16:44:13 +0000: Memory Usage (136944K) : metal5_text has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (136944K) : metal5_OPC has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (137072K) : metal5_noqrc has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (137072K) : metal5_res has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (137072K) : metal5_iprobe has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (137072K) : metal5_diffprb has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (137072K) : radhard_drw has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (137072K) : memcap_drw has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (137200K) : varicap_drw has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (137200K) : intbondvia_drw has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (137200K) : intbondmet_drw has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (137200K) : devbondvia_drw has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (137200K) : devbondmet_drw has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (137200K) : devtrench_drw has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (137328K) : redist_drw has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (137328K) : graphbot_drw has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (137328K) : graphtop_drw has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (137328K) : antvia1_drw has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (137456K) : antmetal2_drw has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (137456K) : graphcont_drw has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (137456K) : siwg_drw has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (137456K) : siwg_filler has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (137456K) : siwg_nofill has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (137456K) : sigrating_drw has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (137584K) : singrating_drw has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (137584K) : graphpas_drw has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (137584K) : emwind3_drw has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (137584K) : emwihv3_drw has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (137584K) : redbulay_drw has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (137584K) : smos_drw has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (137712K) : graphpad_drw has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (137712K) : polimide_drw has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (137712K) : polimide_pin has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (137712K) : recog_drw has 1 polygons
2026-08-20 16:44:13 +0000: Memory Usage (137712K) : recog_pin has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (137840K) : recog_esd has 5 polygons
2026-08-20 16:44:13 +0000: Memory Usage (137840K) : recog_diode has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (137840K) : recog_tsv has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (137840K) : recog_iprobe has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (137840K) : recog_diffprb has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (137840K) : recog_pillar has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (137968K) : recog_sbump has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (137968K) : recog_otp has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (137968K) : recog_pdiode has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (137968K) : recog_mom has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (138096K) : recog_momf has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (138096K) : recog_pcm has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (138096K) : colopen_drw has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (138096K) : graphmetal1_drw has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (138224K) : graphmetal1_filler has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (138224K) : graphmetal1_nofill has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (138224K) : graphmetal1_slit has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (138224K) : graphmetal1_OPC has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (138352K) : graphmet1l_drw has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (138352K) : graphmet1l_filler has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (138352K) : graphmet1l_nofill has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (138352K) : graphmet1l_slit has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (138480K) : graphmet1l_OPC has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (138480K) : extblock_drw has 6 polygons
2026-08-20 16:44:13 +0000: Memory Usage (138480K) : nldd_drw has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (138480K) : pldd_drw has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (138608K) : next_drw has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (138608K) : pext_drw has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (138608K) : nexthv_drw has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (138608K) : pexthv_drw has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (138736K) : graphgate_drw has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (138736K) : sinwg_drw has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (138736K) : sinwg_filler has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (138736K) : sinwg_nofill has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (138864K) : mempad_drw has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (138864K) : topvia1_drw has 485 polygons
2026-08-20 16:44:13 +0000: Memory Usage (138864K) : topmetal1_drw has 56 polygons
2026-08-20 16:44:13 +0000: Memory Usage (138864K) : topmetal1_filler has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (138992K) : topmetal1_slit has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (138992K) : topmetal1 has 56 polygons
2026-08-20 16:44:13 +0000: Memory Usage (138992K) : topmetal1_pin has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (139120K) : topmetal1_mask has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (139120K) : topmetal1_nofill has 2 polygons
2026-08-20 16:44:13 +0000: Memory Usage (139120K) : topmetal1_text has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (139120K) : topmetal1_noqrc has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (139248K) : topmetal1_res has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (139248K) : topmetal1_iprobe has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (139376K) : topmetal1_diffprb has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (139376K) : inldpwl_drw has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (139376K) : polyres_drw has 2 polygons
2026-08-20 16:44:13 +0000: Memory Usage (139504K) : polyres_pin has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (139504K) : vmim_drw has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (139504K) : nbulaycut_drw has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (139504K) : antmetal1_drw has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (139632K) : topvia2_drw has 231 polygons
2026-08-20 16:44:13 +0000: Memory Usage (139760K) : topmetal2_drw has 63 polygons
2026-08-20 16:44:13 +0000: Memory Usage (139760K) : topmetal2_filler has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (139888K) : topmetal2_slit has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (139888K) : topmetal2 has 63 polygons
2026-08-20 16:44:13 +0000: Memory Usage (139888K) : topmetal2_pin has 4 polygons
2026-08-20 16:44:13 +0000: Memory Usage (140016K) : topmetal2_mask has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (140016K) : topmetal2_nofill has 2 polygons
2026-08-20 16:44:13 +0000: Memory Usage (140016K) : topmetal2_text has 8 polygons
2026-08-20 16:44:13 +0000: Memory Usage (140144K) : topmetal2_noqrc has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (140144K) : topmetal2_res has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (140272K) : topmetal2_iprobe has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (140272K) : topmetal2_diffprb has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (140272K) : snsring_drw has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (140272K) : sensor_drw has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (140400K) : snsarms_drw has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (140400K) : snscmosvia_drw has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (140400K) : colwind_drw has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (140400K) : flm_drw has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (140400K) : hafniumox_drw has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (140400K) : memvia_drw has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (140400K) : thinfilmres_drw has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (140400K) : rfmem_drw has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (140400K) : norcx_drw has 2 polygons
2026-08-20 16:44:13 +0000: Memory Usage (140400K) : norcx_m2m3 has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (140400K) : norcx_m2m4 has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (140400K) : norcx_m2m5 has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (140400K) : norcx_m2tm1 has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (140400K) : norcx_m2tm2 has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (140400K) : norcx_m3m4 has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (140400K) : norcx_m3m5 has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (140400K) : norcx_m3tm1 has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (140400K) : norcx_m3tm2 has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (140400K) : norcx_m4m5 has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (140400K) : norcx_m4tm1 has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (140400K) : norcx_m4tm2 has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (140400K) : norcx_m5tm1 has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (140400K) : norcx_m5tm2 has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (140400K) : norcx_tm1tm2 has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (140400K) : norcx_m1sub has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (140400K) : norcx_m2sub has 0 polygons
2026-08-20 16:44:13 +0000: Memory Usage (140400K) : norcx_m3sub has 0 polygons
