$ /home/ubuntu/.local/share/ihp-eda/venv/bin/python /home/ubuntu/.local/share/ihp-eda/IHP-Open-PDK/ihp-sg13g2/libs.tech/klayout/tech/lvs/run_lvs.py --layout=/workspace/layout/blocks/out/driver_stage/probe3/esd_place/driver_dut.gds --netlist=/workspace/layout/blocks/out/driver_stage/probe3/esd_place/t.cdl --run_dir=/workspace/layout/blocks/out/driver_stage/probe3/esd_place/lvs --run_mode=deep --topcell=driver_dut --implicit_nets=sub,sub! --ignore_top_ports_mismatch --disable_tap_extraction
2026-08-20 16:36:56 +0000: Memory Usage (130612K) : Selected DISABLE_TAP_EXTRACTION option: true
2026-08-20 16:36:56 +0000: Memory Usage (130612K) : deep  mode is enabled.
2026-08-20 16:36:56 +0000: Memory Usage (130612K) : Applying implicit connections (case-sensitive, pattern supported) for nets: sub, sub!
2026-08-20 16:36:56 +0000: Memory Usage (131900K) : Netlist file: /workspace/layout/blocks/out/driver_stage/probe3/esd_place/t.cdl
2026-08-20 16:36:56 +0000: Memory Usage (131900K) : LVS extracted netlist at: /workspace/layout/blocks/out/driver_stage/probe3/esd_place/lvs/driver_dut_extracted.cir
2026-08-20 16:36:56 +0000: Memory Usage (131900K) : Applying SRAM integration support.
2026-08-20 16:36:56 +0000: Memory Usage (131900K) : Starting SG13G2 LVS runset
2026-08-20 16:36:56 +0000: Memory Usage (131900K) : Read in polygons from layers.
2026-08-20 16:36:56 +0000: Memory Usage (133052K) : activ_drw has 899 polygons
2026-08-20 16:36:56 +0000: Memory Usage (133052K) : activ_filler has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (133236K) : activ has 899 polygons
2026-08-20 16:36:56 +0000: Memory Usage (133748K) : activ_pin has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (133748K) : activ_mask has 4 polygons
2026-08-20 16:36:56 +0000: Memory Usage (133748K) : activ_nofill has 2 polygons
2026-08-20 16:36:56 +0000: Memory Usage (133748K) : activ_OPC has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (133748K) : activ_iOPC has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (133748K) : activ_noqrc has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (133748K) : biwind_drw has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (133748K) : biwind_OPC has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (133748K) : gatpoly_drw has 140 polygons
2026-08-20 16:36:56 +0000: Memory Usage (133748K) : gatpoly_filler has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (133748K) : gatpoly has 140 polygons
2026-08-20 16:36:56 +0000: Memory Usage (133748K) : gatpoly_pin has 119 polygons
2026-08-20 16:36:56 +0000: Memory Usage (133748K) : gatpoly_nofill has 2 polygons
2026-08-20 16:36:56 +0000: Memory Usage (133748K) : gatpoly_OPC has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (133748K) : gatpoly_iOPC has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (133748K) : gatpoly_noqrc has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (133748K) : cont_drw has 14577 polygons
2026-08-20 16:36:56 +0000: Memory Usage (133748K) : cont_OPC has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (133748K) : nsd_drw has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (133876K) : nsd_block has 4 polygons
2026-08-20 16:36:56 +0000: Memory Usage (133876K) : metal1_drw has 1566 polygons
2026-08-20 16:36:56 +0000: Memory Usage (133876K) : metal1_filler has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (134004K) : metal1_slit has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (134260K) : metal1 has 1566 polygons
2026-08-20 16:36:56 +0000: Memory Usage (134260K) : metal1_pin has 750 polygons
2026-08-20 16:36:56 +0000: Memory Usage (134388K) : metal1_mask has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (134388K) : metal1_nofill has 2 polygons
2026-08-20 16:36:56 +0000: Memory Usage (134516K) : metal1_text has 5 polygons
2026-08-20 16:36:56 +0000: Memory Usage (134516K) : metal1_OPC has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (134644K) : metal1_noqrc has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (134644K) : metal1_res has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (134644K) : metal1_iprobe has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (134772K) : metal1_diffprb has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (134772K) : passiv_drw has 2 polygons
2026-08-20 16:36:56 +0000: Memory Usage (134772K) : passiv_pin has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (134900K) : passiv_sbump has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (134900K) : passiv_pillar has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (134900K) : passiv_pdl has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (134900K) : metal2_drw has 588 polygons
2026-08-20 16:36:56 +0000: Memory Usage (135028K) : metal2_filler has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (135028K) : metal2_slit has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (135028K) : metal2 has 588 polygons
2026-08-20 16:36:56 +0000: Memory Usage (135156K) : metal2_pin has 10 polygons
2026-08-20 16:36:56 +0000: Memory Usage (135156K) : metal2_mask has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (135156K) : metal2_nofill has 2 polygons
2026-08-20 16:36:56 +0000: Memory Usage (135156K) : metal2_text has 3 polygons
2026-08-20 16:36:56 +0000: Memory Usage (135284K) : metal2_OPC has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (135284K) : metal2_noqrc has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (135284K) : metal2_res has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (135284K) : metal2_iprobe has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (135412K) : metal2_diffprb has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (135412K) : baspoly_drw has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (135412K) : baspoly_pin has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (135412K) : psd_drw has 515 polygons
2026-08-20 16:36:56 +0000: Memory Usage (135540K) : nldb_drw has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (135540K) : digibnd_drw has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (135540K) : via1_drw has 7666 polygons
2026-08-20 16:36:56 +0000: Memory Usage (135540K) : backmetal1_drw has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (135668K) : backmetal1_pin has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (135668K) : backmetal1_mask has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (135668K) : backmetal1_filler has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (135668K) : backmetal1_nofill has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (135796K) : backmetal1_slit has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (135796K) : backmetal1_text has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (135796K) : backmetal1_OPC has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (135796K) : backmetal1_noqrc has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (135924K) : backmetal1_res has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (135924K) : backmetal1_iprobe has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (135924K) : backmetal1_diffprb has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (136052K) : backpassiv_drw has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (136052K) : res_drw has 2 polygons
2026-08-20 16:36:56 +0000: Memory Usage (136052K) : sram_drw has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (136052K) : trans_drw has 2 polygons
2026-08-20 16:36:56 +0000: Memory Usage (136180K) : ind_drw has 2 polygons
2026-08-20 16:36:56 +0000: Memory Usage (136180K) : ind_pin has 4 polygons
2026-08-20 16:36:56 +0000: Memory Usage (136180K) : ind_text has 4 polygons
2026-08-20 16:36:56 +0000: Memory Usage (136308K) : salblock_drw has 12 polygons
2026-08-20 16:36:56 +0000: Memory Usage (136308K) : via2_drw has 853 polygons
2026-08-20 16:36:56 +0000: Memory Usage (136308K) : metal3_drw has 79 polygons
2026-08-20 16:36:56 +0000: Memory Usage (136308K) : metal3_filler has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (136308K) : metal3_slit has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (136308K) : metal3 has 79 polygons
2026-08-20 16:36:56 +0000: Memory Usage (136308K) : metal3_pin has 2 polygons
2026-08-20 16:36:56 +0000: Memory Usage (136308K) : metal3_mask has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (136308K) : metal3_nofill has 2 polygons
2026-08-20 16:36:56 +0000: Memory Usage (136308K) : metal3_text has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (136308K) : metal3_OPC has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (136436K) : metal3_noqrc has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (136436K) : metal3_res has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (136436K) : metal3_iprobe has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (136436K) : metal3_diffprb has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (136436K) : nwell_drw has 14 polygons
2026-08-20 16:36:56 +0000: Memory Usage (136436K) : nwell_pin has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (136564K) : nwell_text has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (136564K) : nbulay_drw has 1 polygons
2026-08-20 16:36:56 +0000: Memory Usage (136564K) : nbulay_pin has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (136564K) : nbulay_block has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (136564K) : emwind_drw has 4 polygons
2026-08-20 16:36:56 +0000: Memory Usage (136564K) : emwind_OPC has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (136692K) : deepco_drw has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (136692K) : mim_drw has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (136692K) : edgeseal_drw has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (136692K) : substrate_drw has 500 polygons
2026-08-20 16:36:56 +0000: Memory Usage (136692K) : substrate_text has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (136820K) : dfpad_drw has 2 polygons
2026-08-20 16:36:56 +0000: Memory Usage (136820K) : dfpad_pillar has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (136820K) : dfpad_sbump has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (136820K) : thickgateox_drw has 1 polygons
2026-08-20 16:36:56 +0000: Memory Usage (136820K) : pldb_drw has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (136820K) : pwell_drw has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (136948K) : pwell_pin has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (136948K) : pwell_block has 2 polygons
2026-08-20 16:36:56 +0000: Memory Usage (136948K) : ic_drw has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (136948K) : via3_drw has 1047 polygons
2026-08-20 16:36:56 +0000: Memory Usage (136948K) : metal4_drw has 32 polygons
2026-08-20 16:36:56 +0000: Memory Usage (136948K) : metal4_filler has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (137076K) : metal4_slit has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (137076K) : metal4 has 32 polygons
2026-08-20 16:36:56 +0000: Memory Usage (137076K) : metal4_pin has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (137204K) : metal4_mask has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (137204K) : metal4_nofill has 2 polygons
2026-08-20 16:36:56 +0000: Memory Usage (137204K) : metal4_text has 3 polygons
2026-08-20 16:36:56 +0000: Memory Usage (137204K) : metal4_OPC has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (137204K) : metal4_noqrc has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (137204K) : metal4_res has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (137204K) : metal4_iprobe has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (137332K) : metal4_diffprb has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (137332K) : heattrans_drw has 123 polygons
2026-08-20 16:36:56 +0000: Memory Usage (137332K) : heatres_drw has 2 polygons
2026-08-20 16:36:56 +0000: Memory Usage (137332K) : fbe_drw has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (137332K) : empoly_drw has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (137332K) : digisub_drw has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (137460K) : text_drw has 655 polygons
2026-08-20 16:36:56 +0000: Memory Usage (137460K) : via4_drw has 1041 polygons
2026-08-20 16:36:56 +0000: Memory Usage (137460K) : metal5_drw has 43 polygons
2026-08-20 16:36:56 +0000: Memory Usage (137460K) : metal5_filler has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (137460K) : metal5_slit has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (137460K) : metal5 has 43 polygons
2026-08-20 16:36:56 +0000: Memory Usage (137588K) : metal5_pin has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (137588K) : metal5_mask has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (137588K) : metal5_nofill has 2 polygons
2026-08-20 16:36:56 +0000: Memory Usage (137588K) : metal5_text has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (137588K) : metal5_OPC has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (137588K) : metal5_noqrc has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (137716K) : metal5_res has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (137716K) : metal5_iprobe has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (137716K) : metal5_diffprb has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (137716K) : radhard_drw has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (137716K) : memcap_drw has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (137716K) : varicap_drw has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (137844K) : intbondvia_drw has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (137844K) : intbondmet_drw has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (137844K) : devbondvia_drw has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (137844K) : devbondmet_drw has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (137844K) : devtrench_drw has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (137844K) : redist_drw has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (137972K) : graphbot_drw has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (137972K) : graphtop_drw has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (137972K) : antvia1_drw has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (137972K) : antmetal2_drw has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (137972K) : graphcont_drw has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (138100K) : siwg_drw has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (138100K) : siwg_filler has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (138100K) : siwg_nofill has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (138100K) : sigrating_drw has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (138100K) : singrating_drw has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (138228K) : graphpas_drw has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (138228K) : emwind3_drw has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (138228K) : emwihv3_drw has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (138228K) : redbulay_drw has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (138228K) : smos_drw has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (138228K) : graphpad_drw has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (138356K) : polimide_drw has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (138356K) : polimide_pin has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (138356K) : recog_drw has 1 polygons
2026-08-20 16:36:56 +0000: Memory Usage (138356K) : recog_pin has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (138356K) : recog_esd has 5 polygons
2026-08-20 16:36:56 +0000: Memory Usage (138356K) : recog_diode has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (138484K) : recog_tsv has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (138484K) : recog_iprobe has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (138484K) : recog_diffprb has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (138484K) : recog_pillar has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (138484K) : recog_sbump has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (138612K) : recog_otp has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (138612K) : recog_pdiode has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (138612K) : recog_mom has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (138612K) : recog_momf has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (138740K) : recog_pcm has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (138740K) : colopen_drw has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (138740K) : graphmetal1_drw has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (138740K) : graphmetal1_filler has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (138868K) : graphmetal1_nofill has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (138868K) : graphmetal1_slit has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (138868K) : graphmetal1_OPC has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (138868K) : graphmet1l_drw has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (138868K) : graphmet1l_filler has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (138996K) : graphmet1l_nofill has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (138996K) : graphmet1l_slit has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (138996K) : graphmet1l_OPC has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (138996K) : extblock_drw has 6 polygons
2026-08-20 16:36:56 +0000: Memory Usage (139124K) : nldd_drw has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (139124K) : pldd_drw has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (139124K) : next_drw has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (139252K) : pext_drw has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (139252K) : nexthv_drw has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (139252K) : pexthv_drw has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (139252K) : graphgate_drw has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (139380K) : sinwg_drw has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (139380K) : sinwg_filler has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (139380K) : sinwg_nofill has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (139380K) : mempad_drw has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (139508K) : topvia1_drw has 486 polygons
2026-08-20 16:36:56 +0000: Memory Usage (139508K) : topmetal1_drw has 57 polygons
2026-08-20 16:36:56 +0000: Memory Usage (139508K) : topmetal1_filler has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (139508K) : topmetal1_slit has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (139636K) : topmetal1 has 57 polygons
2026-08-20 16:36:56 +0000: Memory Usage (139636K) : topmetal1_pin has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (139636K) : topmetal1_mask has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (139764K) : topmetal1_nofill has 2 polygons
2026-08-20 16:36:56 +0000: Memory Usage (139764K) : topmetal1_text has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (139764K) : topmetal1_noqrc has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (139764K) : topmetal1_res has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (139764K) : topmetal1_iprobe has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (139892K) : topmetal1_diffprb has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (139892K) : inldpwl_drw has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (139892K) : polyres_drw has 2 polygons
2026-08-20 16:36:56 +0000: Memory Usage (140020K) : polyres_pin has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (140020K) : vmim_drw has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (140148K) : nbulaycut_drw has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (140148K) : antmetal1_drw has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (140148K) : topvia2_drw has 232 polygons
2026-08-20 16:36:56 +0000: Memory Usage (140276K) : topmetal2_drw has 65 polygons
2026-08-20 16:36:56 +0000: Memory Usage (140404K) : topmetal2_filler has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (140404K) : topmetal2_slit has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (140404K) : topmetal2 has 65 polygons
2026-08-20 16:36:56 +0000: Memory Usage (140404K) : topmetal2_pin has 4 polygons
2026-08-20 16:36:56 +0000: Memory Usage (140532K) : topmetal2_mask has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (140532K) : topmetal2_nofill has 2 polygons
2026-08-20 16:36:56 +0000: Memory Usage (140532K) : topmetal2_text has 8 polygons
2026-08-20 16:36:56 +0000: Memory Usage (140532K) : topmetal2_noqrc has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (140660K) : topmetal2_res has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (140660K) : topmetal2_iprobe has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (140660K) : topmetal2_diffprb has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (140788K) : snsring_drw has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (140788K) : sensor_drw has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (140916K) : snsarms_drw has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (140916K) : snscmosvia_drw has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (140916K) : colwind_drw has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (141044K) : flm_drw has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (141044K) : hafniumox_drw has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (141044K) : memvia_drw has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (141044K) : thinfilmres_drw has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (141044K) : rfmem_drw has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (141044K) : norcx_drw has 2 polygons
2026-08-20 16:36:56 +0000: Memory Usage (141044K) : norcx_m2m3 has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (141044K) : norcx_m2m4 has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (141044K) : norcx_m2m5 has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (141044K) : norcx_m2tm1 has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (141044K) : norcx_m2tm2 has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (141044K) : norcx_m3m4 has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (141044K) : norcx_m3m5 has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (141044K) : norcx_m3tm1 has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (141044K) : norcx_m3tm2 has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (141044K) : norcx_m4m5 has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (141044K) : norcx_m4tm1 has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (141044K) : norcx_m4tm2 has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (141044K) : norcx_m5tm1 has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (141044K) : norcx_m5tm2 has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (141044K) : norcx_tm1tm2 has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (141044K) : norcx_m1sub has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (141044K) : norcx_m2sub has 0 polygons
2026-08-20 16:36:56 +0000: Memory Usage (141044K) : norcx_m3sub has 0 polygons
